,gps_height,closeness_to_waterbody,population,permit,payment_type,quality_group,quantity_group,source_type,waterpoint_type_group,construction_age
53506,1899,Far,200,TRUE,never pay,good,enough,spring,communal standpipe,24
53507,1685,Far,320,TRUE,never pay,good,insufficient,spring,communal standpipe,17
53511,1904,Far,600,TRUE,monthly,good,enough,river/lake,communal standpipe,5
53512,258,Far,300,TRUE,never pay,good,insufficient,shallow well,hand pump,8
53513,0,Far,255,TRUE,annually,good,enough,shallow well,hand pump,26
53514,898,Far,590,TRUE,never pay,good,enough,spring,communal standpipe,18
53515,319,Far,90,TRUE,on failure,good,enough,river/lake,communal standpipe,4
53517,684,Far,300,TRUE,on failure,good,dry,river/lake,communal standpipe,39
53518,189,Near,600,FALSE,never pay,good,seasonal,shallow well,hand pump,30
53519,736,Far,200,FALSE,on failure,good,seasonal,river/lake,communal standpipe,2
53520,611,Far,480,FALSE,monthly,good,insufficient,shallow well,hand pump,12
53522,1739,Far,140,TRUE,annually,good,enough,spring,communal standpipe,9
53525,474,Far,1,FALSE,never pay,good,insufficient,borehole,hand pump,25
53526,404,Far,150,TRUE,never pay,good,enough,borehole,communal standpipe,10
53531,1549,Far,50,FALSE,on failure,good,enough,spring,communal standpipe,5
53533,1859,Far,75,TRUE,monthly,good,enough,spring,communal standpipe,4
53534,310,Far,56,TRUE,never pay,good,dry,river/lake,communal standpipe,18
53537,198,Near,30,TRUE,per bucket,good,enough,river/lake,communal standpipe,3
53540,1469,Near,1,TRUE,monthly,good,enough,spring,communal standpipe,25
53541,6,Near,230,FALSE,never pay,salty,insufficient,shallow well,hand pump,6
53544,685,Far,1,TRUE,per bucket,salty,enough,spring,communal standpipe,3
53545,0,Near,1,TRUE,never pay,salty,enough,shallow well,hand pump,9
53547,1395,Far,2000,TRUE,per bucket,good,seasonal,river/lake,communal standpipe,19
53550,1302,Far,70,TRUE,monthly,good,enough,borehole,hand pump,28
53551,887,Far,200,TRUE,monthly,good,insufficient,river/lake,communal standpipe,20
53553,1873,Far,150,TRUE,never pay,good,enough,spring,communal standpipe,15
53558,2132,Far,25,FALSE,annually,good,enough,spring,communal standpipe,5
53560,1295,Far,1200,TRUE,monthly,salty,enough,borehole,hand pump,2
53562,1145,Far,1,TRUE,never pay,good,enough,spring,communal standpipe,39
53563,334,Near,1500,FALSE,monthly,salty,enough,shallow well,hand pump,5
53569,1292,Near,200,TRUE,never pay,salty,insufficient,shallow well,hand pump,13
53570,341,Near,1,TRUE,never pay,good,dry,borehole,communal standpipe,31
53571,1651,Far,40,FALSE,annually,good,enough,spring,communal standpipe,18
53574,151,Near,1,TRUE,per bucket,good,enough,borehole,communal standpipe,7
53575,1667,Far,550,TRUE,annually,good,enough,river/lake,communal standpipe,30
53576,572,Far,1000,TRUE,monthly,good,enough,river/lake,communal standpipe,5
53578,1699,Near,236,TRUE,annually,good,insufficient,spring,communal standpipe,10
53579,368,Far,150,TRUE,never pay,good,insufficient,shallow well,hand pump,18
53582,1458,Far,1,TRUE,never pay,good,enough,river/lake,communal standpipe,29
53584,1619,Far,250,FALSE,per bucket,good,enough,river/lake,communal standpipe,6
53585,178,Near,150,FALSE,never pay,good,insufficient,spring,communal standpipe,10
53586,1520,Far,1,TRUE,per bucket,good,dry,river/lake,communal standpipe,5
53587,1559,Far,15,TRUE,monthly,good,dry,river/lake,communal standpipe,17
53588,1515,Far,150,TRUE,never pay,good,insufficient,spring,communal standpipe,11
53589,255,Far,200,TRUE,monthly,good,insufficient,shallow well,hand pump,7
53591,253,Far,350,TRUE,monthly,good,insufficient,shallow well,hand pump,9
53592,259,Far,200,TRUE,monthly,good,enough,river/lake,communal standpipe,18
53593,1412,Far,1,TRUE,monthly,good,enough,spring,communal standpipe,1
53596,1022,Far,0,TRUE,per bucket,good,enough,river/lake,communal standpipe,4
53599,1429,Far,250,TRUE,never pay,good,enough,river/lake,communal standpipe,29
53602,1224,Far,30,TRUE,per bucket,good,enough,river/lake,communal standpipe,6
53603,258,Far,300,TRUE,never pay,good,insufficient,shallow well,hand pump,31
53604,1259,Near,1,FALSE,never pay,salty,enough,borehole,communal standpipe,7
53605,794,Far,10,TRUE,per bucket,good,enough,spring,communal standpipe,5
53607,1576,Far,30,TRUE,monthly,good,enough,river/lake,communal standpipe,17
53608,1438,Far,120,FALSE,monthly,good,enough,borehole,hand pump,3
53610,140,Near,20,TRUE,per bucket,good,enough,river/lake,communal standpipe,4
53614,1974,Near,232,TRUE,never pay,good,dry,borehole,hand pump,4
53617,887,Far,500,TRUE,on failure,good,enough,shallow well,hand pump,17
53619,1510,Far,400,TRUE,never pay,good,insufficient,spring,hand pump,22
53620,0,Far,50,TRUE,never pay,salty,enough,shallow well,hand pump,9
53621,764,Far,300,TRUE,monthly,good,enough,borehole,hand pump,18
53622,1650,Far,45,TRUE,on failure,good,dry,river/lake,communal standpipe,35
53628,1109,Near,250,FALSE,never pay,good,enough,borehole,communal standpipe,39
53629,1552,Far,150,TRUE,never pay,good,enough,river/lake,communal standpipe,20
53630,319,Far,200,TRUE,never pay,good,insufficient,shallow well,hand pump,16
53633,589,Far,1,FALSE,on failure,good,insufficient,borehole,hand pump,13
53635,765,Far,0,TRUE,on failure,good,enough,shallow well,hand pump,5
53636,1016,Far,1,FALSE,never pay,good,dry,spring,communal standpipe,5
53637,1872,Far,75,TRUE,monthly,good,enough,spring,communal standpipe,4
53640,1044,Near,1,TRUE,never pay,good,enough,spring,communal standpipe,8
53641,1526,Far,150,TRUE,never pay,good,insufficient,spring,communal standpipe,11
53642,1804,Far,45,TRUE,monthly,good,enough,spring,communal standpipe,4
53645,228,Near,1,TRUE,never pay,good,dry,borehole,communal standpipe,31
53647,623,Far,1,FALSE,per bucket,good,enough,borehole,hand pump,4
53649,1481,Far,1,TRUE,monthly,good,enough,spring,communal standpipe,14
53650,2263,Far,0,FALSE,monthly,good,enough,spring,communal standpipe,27
53651,44,Near,1,TRUE,never pay,good,enough,borehole,communal standpipe,8
53655,1277,Near,850,TRUE,monthly,good,enough,river/lake,communal standpipe,11
53658,88,Near,1,FALSE,per bucket,good,enough,spring,communal standpipe,34
53660,260,Far,300,TRUE,monthly,good,insufficient,river/lake,communal standpipe,35
53661,136,Near,28,TRUE,per bucket,good,enough,river/lake,communal standpipe,4
53664,2213,Far,100,FALSE,on failure,good,enough,spring,communal standpipe,17
53666,1136,Far,1,TRUE,monthly,good,enough,spring,communal standpipe,10
53667,1092,Far,1,TRUE,monthly,good,enough,spring,communal standpipe,10
53668,1620,Far,200,TRUE,per bucket,good,seasonal,river/lake,communal standpipe,4
53669,779,Far,1,TRUE,per bucket,good,insufficient,spring,communal standpipe,9
53674,1062,Far,300,FALSE,on failure,good,insufficient,shallow well,hand pump,26
53676,303,Far,400,TRUE,monthly,good,insufficient,shallow well,hand pump,12
53677,1268,Near,10,TRUE,never pay,good,enough,spring,communal standpipe,3
53679,962,Far,120,TRUE,never pay,good,dry,river/lake,communal standpipe,35
53682,1107,Far,150,TRUE,per bucket,good,enough,spring,communal standpipe,3
53684,44,Near,150,FALSE,per bucket,good,insufficient,borehole,communal standpipe,5
53687,1222,Near,520,TRUE,monthly,good,insufficient,river/lake,communal standpipe,19
53688,710,Far,150,TRUE,per bucket,good,enough,borehole,communal standpipe,5
53696,1074,Far,270,TRUE,per bucket,good,enough,borehole,communal standpipe,7
53698,1373,Far,50,TRUE,monthly,good,enough,river/lake,communal standpipe,35
53700,108,Near,100,TRUE,per bucket,good,insufficient,river/lake,communal standpipe,27
53701,486,Near,300,FALSE,per bucket,good,insufficient,borehole,communal standpipe,4
53702,1283,Near,1,TRUE,monthly,good,enough,river/lake,communal standpipe,29
53708,30,Near,20,TRUE,per bucket,good,enough,river/lake,communal standpipe,3
53712,698,Far,360,TRUE,never pay,good,enough,borehole,communal standpipe,3
53716,198,Near,50,TRUE,never pay,good,enough,spring,communal standpipe,18
53718,757,Far,1,FALSE,annually,good,insufficient,borehole,hand pump,21
53720,1491,Far,75,TRUE,monthly,good,enough,river/lake,communal standpipe,10
53722,1775,Far,240,TRUE,never pay,good,enough,river/lake,communal standpipe,30
53726,908,Near,866,TRUE,monthly,good,seasonal,river/lake,communal standpipe,28
53727,996,Near,245,TRUE,per bucket,good,enough,river/lake,communal standpipe,31
53732,772,Far,160,TRUE,per bucket,good,enough,borehole,communal standpipe,5
53733,2075,Near,215,TRUE,never pay,good,enough,spring,communal standpipe,15
53735,-21,Near,1,TRUE,never pay,good,dry,spring,communal standpipe,5
53737,-24,Near,320,TRUE,per bucket,good,seasonal,borehole,communal standpipe,1
53738,1071,Far,530,TRUE,annually,good,seasonal,spring,communal standpipe,21
53739,287,Far,230,TRUE,never pay,good,enough,shallow well,hand pump,4
53740,221,Far,200,TRUE,never pay,other,insufficient,shallow well,hand pump,16
53747,-32,Near,1,TRUE,never pay,good,enough,shallow well,hand pump,7
53748,318,Near,36,FALSE,never pay,good,enough,spring,communal standpipe,24
53749,596,Far,250,TRUE,never pay,good,enough,river/lake,communal standpipe,29
53750,1770,Near,1,TRUE,never pay,good,enough,spring,communal standpipe,21
53752,1867,Far,0,FALSE,annually,good,enough,spring,communal standpipe,22
53756,762,Far,1,FALSE,never pay,good,enough,river/lake,communal standpipe,39
53759,283,Near,800,FALSE,never pay,good,enough,shallow well,communal standpipe,5
53762,1218,Near,60,TRUE,never pay,good,enough,spring,communal standpipe,13
53764,1367,Near,1200,TRUE,per bucket,good,enough,borehole,communal standpipe,8
53765,856,Far,410,FALSE,never pay,good,insufficient,shallow well,hand pump,12
53767,-14,Near,150,TRUE,per bucket,good,enough,river/lake,communal standpipe,20
53768,1507,Near,1,TRUE,monthly,good,enough,spring,communal standpipe,25
53772,1072,Near,340,TRUE,monthly,good,enough,river/lake,communal standpipe,13
53776,301,Far,1,TRUE,never pay,good,enough,river/lake,communal standpipe,37
53779,80,Near,1,FALSE,never pay,good,insufficient,borehole,hand pump,1
53780,1669,Far,15,FALSE,annually,good,enough,borehole,hand pump,6
53781,1587,Far,45,TRUE,per bucket,good,enough,spring,communal standpipe,14
53782,1160,Far,556,FALSE,monthly,good,enough,river/lake,communal standpipe,28
53784,80,Near,1,TRUE,never pay,good,enough,spring,communal standpipe,37
53786,0,Far,5000,TRUE,per bucket,good,insufficient,shallow well,hand pump,14
53787,1547,Far,80,TRUE,on failure,good,enough,spring,communal standpipe,11
53788,490,Far,500,TRUE,on failure,good,insufficient,borehole,communal standpipe,2
53795,1658,Near,360,TRUE,never pay,good,insufficient,river/lake,communal standpipe,1
53800,274,Far,510,TRUE,never pay,good,insufficient,river/lake,communal standpipe,40
53802,369,Near,100,FALSE,per bucket,good,enough,river/lake,communal standpipe,4
53803,509,Far,96,TRUE,monthly,good,enough,spring,communal standpipe,21
53804,1451,Far,200,TRUE,monthly,good,enough,spring,communal standpipe,14
53808,1830,Near,1,TRUE,never pay,good,enough,spring,communal standpipe,13
53809,1399,Far,1,TRUE,monthly,good,insufficient,spring,communal standpipe,10
53812,2037,Far,150,TRUE,on failure,good,enough,spring,communal standpipe,31
53819,1503,Far,150,TRUE,monthly,good,enough,spring,communal standpipe,18
53822,384,Near,14,TRUE,per bucket,good,seasonal,shallow well,hand pump,3
53823,1316,Far,300,TRUE,per bucket,good,insufficient,river/lake,communal standpipe,6
53827,1776,Far,0,FALSE,annually,good,enough,spring,communal standpipe,17
53829,1024,Far,0,TRUE,monthly,good,seasonal,shallow well,hand pump,20
53830,1428,Far,100,TRUE,per bucket,good,enough,spring,communal standpipe,5
53835,1002,Far,0,TRUE,on failure,good,enough,river/lake,communal standpipe,35
53836,371,Near,100,TRUE,per bucket,salty,enough,borehole,communal standpipe,4
53837,1786,Far,190,TRUE,monthly,good,enough,spring,communal standpipe,2
53840,474,Far,150,TRUE,monthly,good,insufficient,river/lake,communal standpipe,32
53842,1379,Near,410,TRUE,monthly,good,enough,river/lake,communal standpipe,11
53845,1478,Far,0,TRUE,annually,good,enough,river/lake,communal standpipe,17
53847,407,Near,450,FALSE,never pay,good,dry,spring,communal standpipe,4
53848,1038,Far,0,TRUE,annually,good,dry,river/lake,communal standpipe,11
53849,1737,Far,300,FALSE,never pay,good,enough,river/lake,communal standpipe,27
53852,309,Near,250,FALSE,per bucket,salty,dry,borehole,communal standpipe,4
53853,2170,Far,20,FALSE,monthly,good,enough,spring,communal standpipe,5
53854,224,Far,300,TRUE,on failure,other,insufficient,shallow well,hand pump,4
53856,1693,Far,0,TRUE,never pay,good,enough,shallow well,hand pump,13
53857,-7,Near,1,TRUE,per bucket,good,enough,borehole,communal standpipe,10
53859,311,Far,1,TRUE,never pay,good,insufficient,shallow well,hand pump,18
53860,990,Far,150,TRUE,per bucket,good,insufficient,spring,communal standpipe,4
53861,2197,Far,156,TRUE,never pay,good,insufficient,spring,communal standpipe,4
53866,1757,Far,300,TRUE,on failure,good,insufficient,river/lake,communal standpipe,3
53872,1026,Far,0,TRUE,monthly,good,dry,shallow well,hand pump,15
53874,1547,Far,250,TRUE,monthly,good,insufficient,river/lake,communal standpipe,29
53877,786,Far,5,TRUE,per bucket,good,insufficient,spring,communal standpipe,15
53879,0,Near,1800,FALSE,never pay,salty,seasonal,shallow well,hand pump,24
53880,739,Far,123,TRUE,never pay,good,insufficient,spring,communal standpipe,3
53881,862,Far,350,TRUE,annually,good,enough,river/lake,communal standpipe,11
53886,1577,Far,750,TRUE,never pay,good,insufficient,spring,communal standpipe,48
53887,1183,Near,1800,TRUE,never pay,good,insufficient,shallow well,hand pump,13
53893,0,Near,1,TRUE,per bucket,good,insufficient,shallow well,hand pump,4
53895,511,Far,750,TRUE,monthly,good,enough,river/lake,communal standpipe,5
53898,1323,Near,350,FALSE,never pay,good,enough,borehole,communal standpipe,35
53899,253,Far,250,TRUE,monthly,good,insufficient,shallow well,hand pump,29
53902,17,Near,389,FALSE,never pay,good,enough,shallow well,hand pump,9
53903,1652,Near,199,TRUE,never pay,good,enough,shallow well,hand pump,1
53904,1667,Near,182,TRUE,per bucket,good,enough,borehole,communal standpipe,4
53905,790,Near,230,TRUE,monthly,good,enough,river/lake,communal standpipe,4
53908,1046,Far,1,TRUE,never pay,good,insufficient,spring,communal standpipe,43
53910,1052,Far,400,TRUE,monthly,good,dry,shallow well,hand pump,22
53911,43,Near,60,TRUE,per bucket,good,enough,river/lake,communal standpipe,7
53912,340,Near,150,TRUE,per bucket,good,enough,river/lake,communal standpipe,2
53913,1728,Far,322,TRUE,annually,good,enough,spring,communal standpipe,30
53914,926,Far,1,TRUE,annually,good,enough,spring,communal standpipe,21
53915,1592,Far,35,TRUE,annually,good,enough,spring,communal standpipe,3
53917,895,Near,135,TRUE,annually,good,enough,river/lake,communal standpipe,34
53918,1725,Far,120,FALSE,monthly,good,enough,spring,communal standpipe,6
53919,126,Near,50,TRUE,per bucket,good,enough,river/lake,communal standpipe,10
53920,-13,Near,100,FALSE,never pay,salty,enough,shallow well,hand pump,10
53922,1655,Far,200,TRUE,on failure,good,insufficient,spring,communal standpipe,15
53927,911,Near,125,TRUE,annually,good,enough,river/lake,communal standpipe,34
53929,99,Near,500,TRUE,per bucket,good,enough,shallow well,hand pump,28
53931,1200,Near,450,TRUE,monthly,good,enough,river/lake,communal standpipe,38
53932,441,Far,50,TRUE,per bucket,good,enough,borehole,communal standpipe,15
53933,1385,Far,300,TRUE,never pay,salty,insufficient,borehole,communal standpipe,34
53934,372,Near,800,FALSE,monthly,salty,enough,shallow well,hand pump,5
53936,209,Near,80,FALSE,never pay,good,seasonal,spring,communal standpipe,14
53938,1473,Far,1200,TRUE,monthly,good,enough,spring,communal standpipe,30
53940,2127,Far,0,FALSE,on failure,good,enough,spring,communal standpipe,39
53943,118,Near,1,FALSE,never pay,good,enough,river/lake,communal standpipe,35
53945,264,Far,200,TRUE,never pay,good,insufficient,river/lake,communal standpipe,3
53948,936,Near,154,TRUE,monthly,good,insufficient,river/lake,communal standpipe,28
53950,1307,Near,250,FALSE,never pay,good,insufficient,borehole,communal standpipe,40
53953,309,Far,150,TRUE,on failure,good,enough,river/lake,communal standpipe,2
53954,1412,Far,65,TRUE,on failure,good,enough,river/lake,communal standpipe,35
53955,367,Near,320,FALSE,per bucket,good,insufficient,borehole,communal standpipe,24
53956,78,Near,127,FALSE,never pay,good,enough,borehole,hand pump,2
53958,1856,Far,65,TRUE,monthly,good,enough,spring,communal standpipe,4
53961,1122,Near,2750,FALSE,on failure,good,enough,shallow well,hand pump,8
53962,1472,Far,200,TRUE,never pay,good,enough,spring,communal standpipe,11
53964,1731,Far,120,FALSE,monthly,good,enough,spring,communal standpipe,5
53966,1863,Near,1,TRUE,never pay,good,enough,shallow well,hand pump,28
53968,1174,Far,693,TRUE,monthly,good,enough,river/lake,communal standpipe,7
53970,837,Far,300,TRUE,never pay,good,insufficient,river/lake,communal standpipe,31
53974,299,Far,80,TRUE,never pay,good,enough,shallow well,hand pump,3
53977,1611,Far,250,TRUE,never pay,good,enough,river/lake,communal standpipe,5
53980,351,Far,250,TRUE,on failure,good,enough,shallow well,hand pump,12
53986,1561,Near,99,TRUE,never pay,good,insufficient,borehole,hand pump,10
53987,975,Far,30,TRUE,per bucket,good,enough,spring,communal standpipe,14
53988,1383,Near,570,TRUE,monthly,good,enough,river/lake,communal standpipe,11
53991,1859,Near,795,TRUE,never pay,good,insufficient,spring,communal standpipe,11
53992,531,Far,1,FALSE,per bucket,good,enough,borehole,hand pump,7
53993,229,Near,1,TRUE,never pay,good,dry,borehole,communal standpipe,31
53995,1596,Far,607,FALSE,never pay,good,enough,borehole,hand pump,6
53996,233,Near,1,TRUE,per bucket,good,enough,river/lake,communal standpipe,2
54001,1423,Far,1,TRUE,per bucket,good,dry,spring,communal standpipe,13
54002,1497,Far,30,TRUE,per bucket,good,enough,spring,communal standpipe,14
54003,1337,Far,1,TRUE,monthly,good,enough,spring,communal standpipe,14
54004,270,Far,2000,TRUE,on failure,good,insufficient,shallow well,hand pump,15
54005,1720,Far,300,TRUE,never pay,good,enough,spring,communal standpipe,5
54006,1363,Far,40,FALSE,monthly,good,insufficient,spring,communal standpipe,6
54007,1248,Near,620,TRUE,monthly,good,enough,river/lake,communal standpipe,38
54010,43,Near,179,TRUE,per bucket,other,dry,borehole,communal standpipe,5
54013,1667,Far,35,FALSE,never pay,good,insufficient,spring,communal standpipe,41
54016,117,Near,4,TRUE,monthly,good,insufficient,river/lake,communal standpipe,3
54018,2010,Far,1,FALSE,monthly,good,insufficient,spring,communal standpipe,7
54020,270,Far,50,TRUE,on failure,other,seasonal,shallow well,hand pump,7
54021,850,Near,650,TRUE,per bucket,good,enough,borehole,communal standpipe,10
54023,61,Near,230,FALSE,never pay,good,enough,borehole,communal standpipe,2
54024,1263,Near,120,TRUE,never pay,good,enough,spring,communal standpipe,0
54026,1498,Near,243,TRUE,never pay,good,dry,borehole,hand pump,37
54028,1822,Far,1,TRUE,monthly,good,insufficient,spring,communal standpipe,4
54029,521,Near,396,FALSE,per bucket,good,insufficient,borehole,communal standpipe,25
54031,1476,Near,23,TRUE,never pay,good,seasonal,shallow well,hand pump,9
54034,875,Far,320,TRUE,per bucket,good,enough,spring,communal standpipe,14
54036,966,Far,300,TRUE,annually,good,enough,spring,communal standpipe,24
54039,1364,Near,1,TRUE,never pay,good,enough,spring,communal standpipe,50
54042,1141,Near,1520,FALSE,never pay,good,enough,shallow well,hand pump,4
54045,1858,Near,415,TRUE,never pay,good,enough,river/lake,communal standpipe,10
54046,378,Near,110,TRUE,per bucket,salty,insufficient,borehole,hand pump,3
54047,1777,Far,350,TRUE,annually,good,enough,borehole,hand pump,5
54049,1806,Near,198,TRUE,per bucket,good,enough,borehole,hand pump,18
54051,92,Near,206,FALSE,per bucket,good,dry,river/lake,communal standpipe,43
54052,1303,Near,200,TRUE,never pay,good,insufficient,river/lake,communal standpipe,31
54060,1445,Near,286,TRUE,per bucket,good,insufficient,borehole,communal standpipe,3
54063,-52,Near,56,FALSE,never pay,good,seasonal,borehole,communal standpipe,27
54064,1107,Near,1,TRUE,never pay,good,enough,spring,communal standpipe,5
54065,942,Far,1,TRUE,annually,good,enough,spring,communal standpipe,7
54066,10,Near,120,FALSE,per bucket,good,enough,borehole,communal standpipe,3
54068,1103,Far,30,TRUE,per bucket,good,enough,river/lake,communal standpipe,6
54070,1297,Near,200,FALSE,never pay,good,insufficient,borehole,communal standpipe,33
54074,892,Near,165,TRUE,annually,good,enough,river/lake,communal standpipe,34
54075,1121,Far,1,TRUE,monthly,good,insufficient,spring,communal standpipe,6
54077,1205,Far,30,TRUE,never pay,good,enough,borehole,hand pump,32
54078,1046,Far,120,TRUE,annually,good,enough,river/lake,communal standpipe,3
54083,1326,Near,180,FALSE,on failure,good,enough,river/lake,communal standpipe,10
54086,1238,Near,350,TRUE,monthly,good,enough,river/lake,communal standpipe,14
54088,887,Far,390,TRUE,never pay,good,dry,river/lake,communal standpipe,30
54089,770,Far,1,FALSE,never pay,good,enough,shallow well,hand pump,29
54091,1608,Far,180,TRUE,never pay,good,enough,river/lake,communal standpipe,18
54092,1179,Far,80,TRUE,per bucket,good,enough,spring,communal standpipe,14
54093,1263,Far,55,TRUE,never pay,good,enough,borehole,hand pump,30
54094,273,Far,250,TRUE,on failure,good,enough,shallow well,hand pump,4
54095,998,Far,1,TRUE,annually,good,enough,spring,communal standpipe,24
54096,0,Near,200,TRUE,never pay,other,insufficient,spring,communal standpipe,42
54097,270,Far,260,TRUE,monthly,good,insufficient,river/lake,communal standpipe,5
54099,1504,Near,1,TRUE,never pay,good,dry,borehole,communal standpipe,8
54102,1589,Far,1,TRUE,monthly,good,enough,spring,communal standpipe,38
54103,1239,Far,1,TRUE,monthly,good,enough,spring,communal standpipe,10
54105,583,Far,1,FALSE,annually,good,insufficient,borehole,hand pump,14
54110,299,Far,200,TRUE,never pay,good,insufficient,shallow well,hand pump,13
54114,1445,Near,700,FALSE,monthly,good,enough,borehole,hand pump,5
54116,1037,Far,80,TRUE,never pay,salty,enough,shallow well,hand pump,17
54117,632,Far,140,TRUE,monthly,good,insufficient,spring,communal standpipe,8
54118,1659,Far,150,TRUE,on failure,good,dry,river/lake,communal standpipe,19
54119,1602,Near,1,TRUE,never pay,good,insufficient,borehole,hand pump,4
54120,936,Far,0,TRUE,monthly,good,enough,river/lake,communal standpipe,36
54125,1580,Far,125,TRUE,monthly,good,enough,river/lake,communal standpipe,38
54126,378,Near,350,TRUE,per bucket,salty,insufficient,borehole,hand pump,39
54128,555,Far,250,TRUE,monthly,good,insufficient,shallow well,hand pump,5
54129,1510,Far,2000,TRUE,per bucket,good,insufficient,river/lake,communal standpipe,11
54130,1385,Far,63,FALSE,on failure,good,enough,river/lake,communal standpipe,6
54131,367,Far,40,TRUE,monthly,good,enough,river/lake,communal standpipe,29
54132,1738,Far,280,TRUE,annually,good,enough,spring,communal standpipe,9
54135,973,Near,1,TRUE,never pay,good,enough,spring,communal standpipe,8
54137,1399,Far,280,TRUE,monthly,good,enough,spring,communal standpipe,6
54140,879,Far,0,TRUE,never pay,good,dry,shallow well,hand pump,11
54141,1538,Near,80,TRUE,never pay,good,enough,shallow well,hand pump,10
54142,2010,Far,11,FALSE,monthly,good,enough,spring,communal standpipe,6
54147,1394,Near,354,TRUE,annually,good,enough,borehole,hand pump,39
54148,193,Near,1,TRUE,never pay,salty,enough,borehole,hand pump,2
54151,1689,Near,437,TRUE,on failure,good,enough,borehole,hand pump,18
54153,747,Far,120,TRUE,on failure,good,seasonal,river/lake,communal standpipe,3
54156,540,Near,250,FALSE,never pay,good,seasonal,spring,communal standpipe,16
54157,324,Far,40,TRUE,on failure,good,enough,river/lake,communal standpipe,2
54159,1534,Far,150,TRUE,never pay,good,insufficient,spring,communal standpipe,11
54160,1263,Near,840,FALSE,monthly,good,enough,borehole,hand pump,26
54161,1240,Near,850,TRUE,annually,good,enough,river/lake,communal standpipe,8
54162,260,Far,175,TRUE,never pay,good,enough,river/lake,communal standpipe,42
54163,614,Far,1,FALSE,annually,good,insufficient,borehole,hand pump,10
54165,1121,Near,250,FALSE,never pay,good,dry,spring,communal standpipe,41
54170,941,Far,1,TRUE,annually,good,enough,spring,communal standpipe,29
54176,171,Near,1,TRUE,never pay,good,enough,spring,communal standpipe,5
54178,249,Near,32,TRUE,per bucket,good,enough,river/lake,communal standpipe,3
54181,2025,Far,26,TRUE,annually,good,enough,spring,communal standpipe,7
54184,2325,Far,0,FALSE,never pay,good,enough,spring,communal standpipe,11
54187,1312,Near,1325,TRUE,monthly,good,enough,river/lake,communal standpipe,29
54189,14,Near,1,TRUE,per bucket,good,insufficient,shallow well,hand pump,10
54197,0,Near,1,TRUE,monthly,good,insufficient,spring,communal standpipe,43
54198,30,Near,1,TRUE,never pay,good,enough,shallow well,hand pump,5
54200,507,Near,350,TRUE,never pay,good,dry,river/lake,communal standpipe,32
54201,78,Near,1,TRUE,never pay,good,enough,spring,communal standpipe,37
54202,-3,Near,150,FALSE,per bucket,good,enough,river/lake,communal standpipe,40
54203,-35,Near,200,FALSE,never pay,good,enough,shallow well,hand pump,6
54204,1234,Far,1,TRUE,monthly,good,enough,spring,communal standpipe,11
54205,2143,Far,250,FALSE,never pay,good,enough,spring,communal standpipe,13
54207,441,Far,1,FALSE,annually,good,enough,borehole,hand pump,19
54209,6,Near,50,TRUE,per bucket,good,enough,river/lake,communal standpipe,20
54210,2081,Far,50,FALSE,annually,good,enough,spring,communal standpipe,13
54211,1022,Far,0,TRUE,monthly,good,seasonal,shallow well,hand pump,20
54212,1504,Far,30,TRUE,per bucket,good,enough,spring,communal standpipe,14
54213,1257,Far,1,TRUE,monthly,good,enough,spring,communal standpipe,4
54217,1184,Near,5,TRUE,never pay,good,enough,spring,communal standpipe,15
54220,1920,Near,1,TRUE,never pay,good,enough,river/lake,communal standpipe,1
54221,416,Near,280,TRUE,per bucket,good,enough,spring,communal standpipe,39
54222,1576,Near,78,TRUE,never pay,other,enough,shallow well,hand pump,9
54225,53,Near,200,FALSE,per bucket,good,enough,borehole,communal standpipe,5
54226,3,Near,1,TRUE,per bucket,good,enough,shallow well,hand pump,3
54230,850,Near,125,TRUE,monthly,good,enough,river/lake,communal standpipe,29
54231,708,Near,800,TRUE,per bucket,good,enough,borehole,hand pump,2
54232,307,Far,1,TRUE,monthly,good,enough,shallow well,hand pump,6
54233,1578,Far,210,TRUE,annually,good,enough,spring,communal standpipe,5
54234,1676,Far,400,FALSE,annually,good,enough,borehole,hand pump,30
54235,1142,Near,1,TRUE,never pay,good,insufficient,shallow well,hand pump,21
54236,291,Near,620,TRUE,per bucket,salty,enough,shallow well,hand pump,3
54237,303,Near,30,TRUE,per bucket,good,enough,river/lake,communal standpipe,10
54240,1533,Far,108,TRUE,monthly,good,dry,river/lake,communal standpipe,35
54241,326,Far,1,TRUE,never pay,salty,dry,borehole,communal standpipe,43
54244,923,Far,0,TRUE,annually,good,enough,river/lake,communal standpipe,24
54249,2153,Far,0,FALSE,monthly,good,enough,spring,communal standpipe,25
54254,1857,Near,313,TRUE,never pay,good,enough,shallow well,hand pump,1
54255,710,Far,250,TRUE,per bucket,good,enough,borehole,communal standpipe,5
54256,1634,Far,15,TRUE,on failure,good,enough,river/lake,communal standpipe,17
54257,1708,Far,1,TRUE,never pay,good,insufficient,river/lake,communal standpipe,30
54261,709,Near,1,TRUE,never pay,good,enough,spring,communal standpipe,37
54262,288,Far,250,TRUE,never pay,good,insufficient,shallow well,hand pump,32
54263,1057,Far,120,TRUE,annually,good,insufficient,river/lake,communal standpipe,28
54264,1199,Far,500,FALSE,monthly,good,enough,river/lake,communal standpipe,28
54267,-7,Near,1,TRUE,per bucket,good,enough,shallow well,hand pump,5
54268,1283,Far,260,TRUE,never pay,good,dry,borehole,communal standpipe,39
