,region
42481,Arusha
42483,Manyara
42484,Kilimanjaro
42487,Iringa
42488,Kilimanjaro
42496,Ruvuma
42497,Morogoro
42498,Pwani
42503,Iringa
42504,Kilimanjaro
42506,Iringa
42511,Dar es Salaam
42514,Arusha
42515,Kigoma
42516,Pwani
42518,Kilimanjaro
42519,Pwani
42522,Morogoro
42523,Kilimanjaro
42524,Arusha
42525,Kilimanjaro
42527,Kilimanjaro
42528,Singida
42532,Iringa
42534,Morogoro
42537,Ruvuma
42538,Iringa
42540,Morogoro
42541,Tanga
42543,Arusha
42544,Manyara
42546,Lindi
42547,Ruvuma
42548,Iringa
42550,Pwani
42553,Morogoro
42555,Pwani
42559,Ruvuma
42563,Iringa
42566,Rukwa
42567,Kilimanjaro
42570,Tanga
42571,Pwani
42575,Arusha
42578,Mtwara
42581,Rukwa
42583,Pwani
42584,Iringa
42586,Morogoro
42587,Ruvuma
42590,Dar es Salaam
42591,Mtwara
42593,Pwani
42594,Rukwa
42597,Kilimanjaro
42602,Kilimanjaro
42604,Pwani
42605,Pwani
42606,Iringa
42609,Kigoma
42614,Morogoro
42617,Mara
42619,Morogoro
42621,Iringa
42622,Rukwa
42623,Morogoro
42624,Kilimanjaro
42626,Ruvuma
42627,Morogoro
42629,Iringa
42631,Singida
42632,Morogoro
42633,Mtwara
42635,Dar es Salaam
42636,Kilimanjaro
42637,Iringa
42638,Lindi
42640,Morogoro
42641,Tanga
42643,Kilimanjaro
42645,Iringa
42651,Kilimanjaro
42655,Pwani
42658,Mtwara
42660,Ruvuma
42661,Dar es Salaam
42663,Arusha
42667,Tanga
42669,Morogoro
42672,Tanga
42673,Manyara
42676,Morogoro
42677,Manyara
42680,Ruvuma
42681,Rukwa
42682,Dar es Salaam
42683,Rukwa
42684,Kilimanjaro
42685,Rukwa
42687,Morogoro
42689,Morogoro
42697,Morogoro
42698,Arusha
42699,Kilimanjaro
42704,Kilimanjaro
42707,Iringa
42708,Iringa
42711,Morogoro
42712,Arusha
42714,Iringa
42715,Tanga
42716,Arusha
42718,Pwani
42726,Pwani
42728,Iringa
42730,Dar es Salaam
42733,Rukwa
42736,Iringa
42737,Morogoro
42740,Arusha
42748,Kilimanjaro
42753,Arusha
42756,Rukwa
42757,Lindi
42758,Iringa
42759,Pwani
42760,Morogoro
42761,Arusha
42762,Ruvuma
42763,Manyara
42764,Pwani
42767,Iringa
42770,Iringa
42771,Morogoro
42772,Iringa
42773,Rukwa
42774,Pwani
42775,Manyara
42776,Mwanza
42777,Rukwa
42781,Morogoro
42783,Mtwara
42787,Mara
42790,Tanga
42791,Singida
42792,Ruvuma
42793,Mtwara
42795,Kilimanjaro
42798,Ruvuma
42799,Iringa
42802,Iringa
42805,Iringa
42806,Iringa
42809,Tanga
42811,Rukwa
42816,Singida
42818,Iringa
42822,Lindi
42826,Manyara
42827,Tanga
42830,Iringa
42831,Singida
42832,Kigoma
42833,Morogoro
42835,Ruvuma
42836,Mwanza
42842,Iringa
42843,Morogoro
42844,Iringa
42846,Arusha
42848,Manyara
42852,Rukwa
42858,Kilimanjaro
42860,Mwanza
42861,Kilimanjaro
42862,Ruvuma
42865,Dar es Salaam
42867,Pwani
42869,Kilimanjaro
42870,Tanga
42872,Iringa
42877,Mtwara
42879,Manyara
42880,Mtwara
42881,Kilimanjaro
42886,Arusha
42890,Kilimanjaro
42897,Ruvuma
42900,Kilimanjaro
42902,Iringa
42903,Mara
42904,Dar es Salaam
42907,Tanga
42908,Arusha
42909,Manyara
42912,Kilimanjaro
42913,Manyara
42914,Kilimanjaro
42923,Manyara
42924,Pwani
42925,Arusha
42926,Singida
42928,Rukwa
42929,Morogoro
42930,Arusha
42934,Dar es Salaam
42935,Kilimanjaro
42936,Iringa
42939,Mtwara
42944,Ruvuma
42946,Rukwa
42947,Iringa
42952,Mtwara
42955,Morogoro
42956,Pwani
42960,Kilimanjaro
42963,Iringa
42968,Tanga
42969,Ruvuma
42970,Arusha
42971,Kilimanjaro
42975,Arusha
42980,Mwanza
42983,Arusha
42985,Arusha
42987,Iringa
42992,Mtwara
42993,Arusha
42994,Pwani
42997,Morogoro
42998,Lindi
42999,Iringa
43000,Kilimanjaro
43002,Morogoro
43004,Morogoro
43006,Manyara
43007,Ruvuma
43008,Iringa
43010,Morogoro
43011,Shinyanga
43014,Ruvuma
43015,Iringa
43016,Iringa
43017,Kigoma
43018,Iringa
43019,Pwani
43020,Kilimanjaro
43021,Ruvuma
43023,Mara
43024,Rukwa
43026,Iringa
43027,Kigoma
43028,Pwani
43029,Iringa
43030,Rukwa
43032,Ruvuma
43034,Mtwara
43040,Iringa
43042,Iringa
43046,Mara
43047,Arusha
43049,Morogoro
43052,Kilimanjaro
43056,Pwani
43059,Tanga
43060,Kilimanjaro
43061,Rukwa
43062,Arusha
43063,Kigoma
43067,Morogoro
43068,Arusha
43069,Iringa
43078,Pwani
43079,Dar es Salaam
43080,Iringa
43082,Morogoro
43083,Tanga
43084,Lindi
43086,Iringa
43088,Iringa
43089,Morogoro
43091,Rukwa
43093,Morogoro
43100,Pwani
43103,Kilimanjaro
43104,Pwani
43111,Morogoro
43113,Tanga
43114,Manyara
43115,Singida
43116,Iringa
43118,Iringa
43119,Singida
43120,Kilimanjaro
43124,Lindi
43127,Kilimanjaro
43128,Ruvuma
43130,Kilimanjaro
43135,Dar es Salaam
43137,Tanga
43138,Iringa
43140,Ruvuma
43141,Pwani
43143,Ruvuma
43144,Kilimanjaro
43146,Iringa
43147,Dar es Salaam
43148,Kilimanjaro
43150,Morogoro
43151,Tanga
43153,Arusha
43154,Kigoma
43155,Ruvuma
43157,Kilimanjaro
43162,Pwani
43165,Ruvuma
43167,Kilimanjaro
43169,Morogoro
43171,Kilimanjaro
43173,Kilimanjaro
43174,Dar es Salaam
43177,Iringa
43178,Pwani
43179,Mtwara
43182,Arusha
43185,Iringa
43187,Kilimanjaro
43188,Pwani
43189,Tanga
43192,Arusha
43193,Ruvuma
43194,Ruvuma
43195,Kilimanjaro
43196,Singida
43198,Kigoma
43199,Mara
43200,Ruvuma
43203,Iringa
43204,Iringa
43207,Iringa
43208,Ruvuma
43210,Lindi
43212,Mara
43214,Manyara
43216,Morogoro
43219,Morogoro
43220,Manyara
43221,Ruvuma
43222,Manyara
43226,Kilimanjaro
43228,Kilimanjaro
43229,Tanga
43230,Morogoro
43233,Ruvuma
43235,Morogoro
43236,Lindi
43238,Morogoro
43239,Mara
43240,Lindi
43242,Manyara
43245,Morogoro
43247,Rukwa
43251,Pwani
43252,Iringa
43255,Tanga
43257,Morogoro
43258,Kilimanjaro
43261,Mwanza
43265,Rukwa
43267,Arusha
43269,Morogoro
43270,Rukwa
43273,Pwani
43275,Iringa
43276,Tanga
43277,Arusha
43279,Iringa
43280,Iringa
43281,Morogoro
43282,Pwani
43287,Kilimanjaro
43289,Arusha
43290,Arusha
43292,Rukwa
43293,Lindi
43294,Morogoro
43297,Manyara
43299,Arusha
43302,Pwani
43303,Dar es Salaam
43306,Morogoro
43309,Kilimanjaro
43310,Kilimanjaro
43313,Morogoro
43316,Rukwa
43317,Morogoro
43318,Iringa
43320,Singida
43324,Ruvuma
43325,Mwanza
43326,Iringa
43329,Morogoro
43331,Iringa
43332,Iringa
43333,Tanga
43334,Kilimanjaro
43335,Ruvuma
43336,Ruvuma
43338,Iringa
43339,Kilimanjaro
43341,Pwani
43347,Dar es Salaam
43348,Manyara
43351,Tanga
43354,Rukwa
43355,Kilimanjaro
43357,Ruvuma
43359,Mtwara
43364,Ruvuma
43366,Iringa
43368,Morogoro
43369,Kilimanjaro
43372,Pwani
43373,Ruvuma
43377,Morogoro
43379,Kigoma
43380,Iringa
43381,Kilimanjaro
43384,Rukwa
43389,Mtwara
43400,Rukwa
43401,Rukwa
43402,Iringa
43404,Shinyanga
43406,Arusha
43410,Morogoro
43412,Dar es Salaam
43413,Iringa
43415,Pwani
43416,Kilimanjaro
43417,Kilimanjaro
43418,Ruvuma
43420,Pwani
43424,Kilimanjaro
43427,Iringa
43429,Iringa
43430,Tanga
43431,Pwani
43432,Ruvuma
43435,Pwani
43439,Mtwara
43440,Pwani
43441,Mara
43443,Kigoma
43445,Arusha
43446,Kilimanjaro
43449,Dar es Salaam
43450,Iringa
43451,Iringa
43456,Kilimanjaro
43457,Ruvuma
43459,Rukwa
43462,Tanga
43465,Kilimanjaro
43469,Pwani
43471,Morogoro
43472,Rukwa
43474,Iringa
43477,Rukwa
43479,Kilimanjaro
43480,Singida
43481,Iringa
43482,Iringa
43483,Iringa
43484,Iringa
43486,Kilimanjaro
43488,Kigoma
43490,Iringa
43491,Tanga
43492,Iringa
43494,Morogoro
43495,Iringa
43496,Rukwa
43499,Kilimanjaro
43502,Rukwa
43506,Manyara
43510,Kilimanjaro
43511,Mara
43514,Kigoma
43516,Arusha
43518,Ruvuma
43521,Singida
43523,Morogoro
43524,Ruvuma
43525,Kilimanjaro
43529,Manyara
43531,Ruvuma
43534,Ruvuma
43535,Iringa
43538,Arusha
43540,Singida
43541,Kilimanjaro
43542,Ruvuma
43543,Pwani
43546,Morogoro
43548,Kilimanjaro
43549,Morogoro
43551,Iringa
43554,Kilimanjaro
43558,Ruvuma
43559,Kilimanjaro
43564,Morogoro
43568,Morogoro
43570,Iringa
43571,Tanga
43572,Tanga
43574,Singida
43577,Tanga
43578,Pwani
43580,Iringa
43581,Iringa
43582,Iringa
43583,Arusha
43584,Morogoro
43588,Mtwara
43589,Kilimanjaro
43590,Morogoro
43591,Iringa
43592,Manyara
43594,Morogoro
43599,Mtwara
43600,Pwani
43601,Rukwa
43602,Morogoro
43607,Kigoma
43608,Pwani
43609,Kigoma
43610,Iringa
43613,Iringa
43619,Pwani
43620,Ruvuma
43621,Mtwara
43623,Arusha
43624,Kigoma
43626,Pwani
43627,Manyara
43631,Tanga
43632,Morogoro
43634,Tanga
43635,Morogoro
43637,Iringa
43645,Iringa
43648,Kilimanjaro
43649,Tanga
43652,Morogoro
43654,Rukwa
43655,Kilimanjaro
43656,Kilimanjaro
43657,Kilimanjaro
43659,Kilimanjaro
43660,Pwani
43664,Lindi
43666,Kilimanjaro
43668,Kilimanjaro
43669,Rukwa
43670,Rukwa
43677,Mtwara
43678,Arusha
43679,Manyara
43680,Rukwa
43684,Morogoro
43688,Morogoro
43689,Morogoro
43690,Mtwara
43697,Iringa
43700,Iringa
43701,Rukwa
43704,Singida
43708,Arusha
43712,Iringa
43714,Morogoro
43715,Mtwara
43720,Morogoro
43722,Iringa
43728,Kilimanjaro
43730,Iringa
43731,Lindi
43733,Ruvuma
43734,Kilimanjaro
43735,Kilimanjaro
43736,Kigoma
43738,Kilimanjaro
43743,Mtwara
43744,Iringa
43746,Kilimanjaro
43752,Manyara
43753,Mtwara
43755,Tanga
43762,Kigoma
43763,Pwani
43766,Kigoma
43767,Manyara
43768,Ruvuma
43770,Pwani
43771,Pwani
43773,Arusha
43776,Morogoro
43778,Iringa
43780,Iringa
43786,Mara
43788,Tanga
43791,Kigoma
43795,Iringa
43796,Arusha
43798,Iringa
43799,Iringa
43801,Tanga
43802,Kilimanjaro
43803,Kigoma
43804,Tanga
43808,Iringa
43809,Mtwara
43810,Arusha
43811,Mtwara
43813,Pwani
43814,Rukwa
43815,Ruvuma
43818,Iringa
43820,Rukwa
43825,Tanga
43830,Manyara
43832,Ruvuma
43837,Kilimanjaro
43840,Ruvuma
43841,Iringa
43843,Morogoro
43845,Manyara
43848,Kilimanjaro
43850,Morogoro
43855,Lindi
43856,Morogoro
43858,Rukwa
43860,Morogoro
43861,Iringa
43863,Arusha
43866,Iringa
43868,Kilimanjaro
43871,Ruvuma
43878,Dar es Salaam
43880,Kilimanjaro
43887,Morogoro
43889,Mara
43893,Tanga
43894,Ruvuma
43896,Iringa
43897,Ruvuma
43899,Manyara
43900,Kigoma
43904,Arusha
43905,Morogoro
43906,Kilimanjaro
43908,Kigoma
43909,Kilimanjaro
43912,Iringa
43913,Ruvuma
43915,Singida
43918,Ruvuma
43919,Iringa
43921,Arusha
43923,Morogoro
43925,Morogoro
43926,Tanga
43928,Dar es Salaam
43930,Ruvuma
43931,Iringa
43932,Arusha
43934,Tanga
43935,Morogoro
43937,Rukwa
43938,Rukwa
43939,Arusha
43942,Iringa
43944,Kigoma
43945,Mtwara
43946,Arusha
43950,Rukwa
43952,Mtwara
43953,Iringa
43955,Rukwa
43959,Shinyanga
43961,Kigoma
43965,Ruvuma
43966,Pwani
43967,Iringa
43969,Iringa
43972,Tanga
43973,Manyara
43976,Pwani
43980,Iringa
43981,Iringa
43985,Singida
43986,Iringa
43988,Morogoro
43991,Tanga
43994,Iringa
43995,Kigoma
43998,Manyara
43999,Arusha
44000,Morogoro
44004,Mtwara
44006,Singida
44007,Pwani
44009,Dar es Salaam
44010,Kilimanjaro
44012,Arusha
44013,Kilimanjaro
44014,Dar es Salaam
44017,Kilimanjaro
44018,Kigoma
44019,Iringa
44020,Iringa
44022,Iringa
44024,Kilimanjaro
44026,Kilimanjaro
44027,Iringa
44028,Kilimanjaro
44031,Kigoma
44035,Lindi
44036,Kigoma
44037,Rukwa
44038,Iringa
44041,Kilimanjaro
44042,Tanga
44044,Lindi
44045,Rukwa
44047,Pwani
44048,Pwani
44049,Kilimanjaro
44051,Morogoro
44052,Rukwa
44055,Mtwara
44057,Kigoma
44059,Dar es Salaam
44060,Tanga
44062,Lindi
44063,Arusha
44066,Morogoro
44067,Morogoro
44068,Iringa
44069,Kilimanjaro
44073,Pwani
44074,Mtwara
44081,Kilimanjaro
44082,Morogoro
44083,Pwani
44084,Kigoma
44085,Lindi
44086,Morogoro
44090,Iringa
44091,Iringa
44092,Iringa
44095,Singida
44096,Morogoro
44097,Iringa
44098,Morogoro
44100,Ruvuma
44102,Iringa
44104,Mwanza
44105,Arusha
44106,Arusha
44107,Morogoro
44110,Kilimanjaro
44112,Morogoro
44113,Manyara
44114,Morogoro
44117,Manyara
44118,Rukwa
44121,Morogoro
44122,Manyara
44123,Iringa
44124,Mara
44126,Kigoma
44127,Ruvuma
44130,Pwani
44132,Lindi
44134,Kilimanjaro
44135,Rukwa
44139,Morogoro
44142,Iringa
44143,Mtwara
44144,Kilimanjaro
44148,Ruvuma
44149,Ruvuma
44150,Manyara
44152,Morogoro
44154,Morogoro
44156,Pwani
44157,Kilimanjaro
44159,Iringa
44160,Ruvuma
44161,Arusha
44162,Kilimanjaro
44163,Pwani
44164,Mara
44165,Rukwa
44167,Pwani
44168,Mtwara
44169,Morogoro
44170,Kilimanjaro
44172,Iringa
44174,Kigoma
44175,Arusha
44178,Morogoro
44180,Rukwa
44181,Tanga
44184,Iringa
44186,Rukwa
44187,Iringa
44188,Tanga
44189,Tanga
44190,Dar es Salaam
44192,Pwani
44194,Kigoma
44195,Iringa
44196,Tanga
44197,Iringa
44198,Kilimanjaro
44199,Dar es Salaam
44201,Iringa
44202,Iringa
44204,Kigoma
44205,Iringa
44209,Morogoro
44210,Iringa
44213,Iringa
44215,Kigoma
44217,Manyara
44219,Morogoro
44222,Pwani
44224,Pwani
44226,Mwanza
44228,Arusha
44231,Rukwa
44232,Tanga
44233,Ruvuma
44234,Morogoro
44235,Kilimanjaro
44237,Iringa
44238,Singida
44240,Rukwa
44242,Iringa
44243,Iringa
44245,Morogoro
44247,Kigoma
44249,Kilimanjaro
44251,Morogoro
44254,Arusha
44255,Dar es Salaam
44256,Kigoma
44259,Tanga
44263,Tanga
44264,Iringa
44268,Rukwa
44269,Arusha
44271,Arusha
44274,Kilimanjaro
44275,Tanga
44276,Kilimanjaro
44277,Iringa
44279,Morogoro
44280,Tanga
44281,Arusha
44282,Ruvuma
44283,Mwanza
44285,Mara
44291,Iringa
44292,Ruvuma
44295,Mtwara
44298,Morogoro
44304,Kilimanjaro
44305,Kilimanjaro
44308,Dar es Salaam
44310,Kigoma
44311,Iringa
44314,Kilimanjaro
44315,Kilimanjaro
44317,Ruvuma
44320,Lindi
44322,Kilimanjaro
44324,Kilimanjaro
44325,Dar es Salaam
44326,Singida
44328,Lindi
44329,Iringa
44331,Morogoro
44332,Morogoro
44334,Rukwa
44335,Morogoro
44336,Shinyanga
44337,Iringa
44342,Iringa
44343,Morogoro
44344,Arusha
44348,Morogoro
44353,Morogoro
44357,Pwani
44358,Shinyanga
44360,Morogoro
44361,Arusha
44365,Manyara
44367,Mtwara
44370,Singida
44371,Iringa
44372,Arusha
44375,Kilimanjaro
44377,Pwani
44378,Ruvuma
44381,Iringa
44382,Pwani
44383,Iringa
44384,Kigoma
44389,Mtwara
44391,Pwani
44392,Arusha
44393,Iringa
44396,Iringa
44398,Kigoma
44399,Kilimanjaro
44401,Kilimanjaro
44403,Tanga
44406,Rukwa
44410,Pwani
44413,Kilimanjaro
44416,Kigoma
44417,Iringa
44420,Mara
44421,Iringa
44422,Morogoro
44426,Iringa
44427,Iringa
44431,Morogoro
44432,Morogoro
44435,Manyara
44436,Iringa
44438,Arusha
44439,Iringa
44443,Mtwara
44444,Iringa
44445,Manyara
44446,Ruvuma
44447,Iringa
44449,Morogoro
44451,Ruvuma
44453,Tanga
44455,Ruvuma
44456,Mtwara
44457,Tanga
44461,Lindi
44462,Kigoma
44464,Ruvuma
44466,Singida
44467,Pwani
44469,Rukwa
44472,Morogoro
44473,Arusha
44476,Dar es Salaam
44477,Morogoro
44479,Iringa
44481,Morogoro
44487,Lindi
44489,Tanga
44490,Mara
44491,Manyara
44492,Arusha
44493,Iringa
44494,Tanga
44498,Rukwa
44501,Kilimanjaro
44502,Kigoma
44506,Ruvuma
44507,Pwani
44508,Iringa
44511,Kigoma
44512,Lindi
44514,Arusha
44516,Iringa
44517,Morogoro
44518,Morogoro
44520,Tanga
44523,Pwani
44527,Lindi
44531,Singida
44533,Ruvuma
44536,Singida
44538,Iringa
44539,Lindi
44542,Tanga
44545,Mtwara
44546,Arusha
44548,Rukwa
44552,Morogoro
44554,Morogoro
44555,Mara
44557,Kilimanjaro
44559,Kilimanjaro
44562,Iringa
44565,Mara
44568,Lindi
44569,Morogoro
44571,Mara
44573,Rukwa
44575,Ruvuma
44577,Arusha
44579,Morogoro
44583,Mwanza
44584,Iringa
44586,Singida
44589,Kigoma
44591,Mwanza
44597,Tanga
44598,Iringa
44600,Iringa
44601,Ruvuma
44603,Rukwa
44604,Kilimanjaro
44606,Iringa
44609,Mara
44613,Kilimanjaro
44615,Arusha
44616,Kilimanjaro
44617,Pwani
44619,Kilimanjaro
44621,Ruvuma
44623,Mwanza
44624,Tanga
44628,Kilimanjaro
44629,Morogoro
44630,Ruvuma
44634,Arusha
44637,Morogoro
44640,Iringa
44641,Kilimanjaro
44646,Kilimanjaro
44648,Kilimanjaro
44650,Kilimanjaro
44654,Kilimanjaro
44659,Iringa
44663,Arusha
44664,Pwani
44666,Kilimanjaro
44667,Iringa
44672,Mtwara
44675,Arusha
44676,Mwanza
44677,Pwani
44678,Manyara
44679,Kigoma
44680,Mwanza
44685,Iringa
44689,Kigoma
44690,Mtwara
44693,Kigoma
44695,Arusha
44696,Morogoro
44699,Lindi
44700,Rukwa
44704,Kigoma
44705,Kigoma
44707,Dar es Salaam
44709,Ruvuma
44710,Ruvuma
44711,Ruvuma
44712,Pwani
44714,Morogoro
44716,Manyara
44717,Kilimanjaro
44719,Rukwa
44720,Rukwa
44721,Iringa
44722,Singida
44725,Ruvuma
44726,Singida
44727,Tanga
44736,Tanga
44737,Morogoro
44738,Kigoma
44740,Singida
44741,Pwani
44742,Lindi
44743,Singida
44745,Iringa
44749,Lindi
44751,Kigoma
44752,Tanga
44754,Kilimanjaro
44758,Pwani
44760,Arusha
44761,Singida
44765,Kilimanjaro
44768,Tanga
44770,Ruvuma
44773,Kigoma
44776,Kilimanjaro
44777,Morogoro
44778,Rukwa
44785,Morogoro
44788,Tanga
44789,Mara
44790,Arusha
44794,Iringa
44795,Iringa
44798,Iringa
44799,Manyara
44802,Pwani
44803,Iringa
44804,Morogoro
44807,Morogoro
44818,Kilimanjaro
44820,Kigoma
44821,Tanga
44825,Kilimanjaro
44826,Lindi
44827,Iringa
44828,Arusha
44829,Lindi
44833,Lindi
44834,Iringa
44837,Iringa
44838,Kilimanjaro
44839,Ruvuma
44843,Kigoma
44845,Iringa
44846,Kilimanjaro
44847,Ruvuma
44848,Iringa
44849,Iringa
44851,Iringa
44853,Pwani
44855,Kilimanjaro
44856,Iringa
44864,Kilimanjaro
44865,Manyara
44866,Iringa
44870,Ruvuma
44877,Ruvuma
44878,Dar es Salaam
44879,Kilimanjaro
44882,Iringa
44884,Mtwara
44887,Morogoro
44889,Iringa
44891,Ruvuma
44892,Kilimanjaro
44894,Iringa
44895,Kilimanjaro
44898,Arusha
44900,Iringa
44903,Kilimanjaro
44904,Ruvuma
44906,Kigoma
44908,Lindi
44910,Tanga
44911,Iringa
44913,Ruvuma
44914,Rukwa
44915,Kilimanjaro
44918,Kigoma
44922,Kilimanjaro
44931,Rukwa
44933,Iringa
44935,Morogoro
44938,Iringa
44939,Iringa
44940,Pwani
44941,Kigoma
44942,Kilimanjaro
44943,Iringa
44944,Iringa
44945,Dar es Salaam
44951,Kigoma
44954,Tanga
44955,Iringa
44957,Iringa
44958,Iringa
44959,Iringa
44964,Pwani
44966,Singida
44968,Morogoro
44970,Singida
44972,Morogoro
44974,Iringa
44975,Arusha
44976,Tanga
44978,Lindi
44979,Singida
44983,Singida
44985,Mtwara
44987,Kigoma
44989,Iringa
44990,Morogoro
44992,Kigoma
44995,Pwani
44996,Iringa
44997,Mtwara
44999,Pwani
45001,Ruvuma
45002,Dar es Salaam
45003,Arusha
45005,Mtwara
45007,Kilimanjaro
45008,Ruvuma
45010,Singida
45011,Dar es Salaam
45012,Kilimanjaro
45014,Singida
45017,Tanga
45019,Morogoro
45022,Kigoma
45024,Mtwara
45026,Arusha
45028,Morogoro
45029,Kigoma
45030,Tanga
45031,Rukwa
45032,Pwani
45034,Rukwa
45035,Mara
45038,Ruvuma
45040,Lindi
45041,Kigoma
45048,Iringa
45052,Ruvuma
45055,Kigoma
45057,Kilimanjaro
45058,Kilimanjaro
45060,Arusha
45061,Lindi
45062,Tanga
45064,Singida
45066,Kigoma
45067,Pwani
45069,Tanga
45071,Singida
45084,Tanga
45089,Kilimanjaro
45091,Kilimanjaro
45094,Kigoma
45095,Morogoro
45098,Dar es Salaam
45099,Manyara
45101,Ruvuma
45103,Iringa
45105,Kilimanjaro
45106,Pwani
45108,Mara
45109,Kigoma
45111,Iringa
45112,Morogoro
45115,Morogoro
45116,Iringa
45117,Arusha
45118,Iringa
45120,Pwani
45121,Kilimanjaro
45123,Rukwa
45124,Morogoro
45125,Singida
45128,Dar es Salaam
45129,Kilimanjaro
45134,Morogoro
45136,Morogoro
45138,Kilimanjaro
45139,Kigoma
45140,Morogoro
45141,Morogoro
45142,Morogoro
45143,Mara
45144,Singida
45145,Kilimanjaro
45146,Kilimanjaro
45147,Iringa
45150,Morogoro
45153,Mtwara
45154,Pwani
45158,Iringa
45162,Manyara
45166,Kilimanjaro
45167,Iringa
45169,Lindi
45174,Lindi
45175,Pwani
45177,Arusha
45179,Mtwara
45180,Iringa
45183,Kilimanjaro
45186,Kigoma
45187,Mara
45195,Iringa
45197,Ruvuma
45198,Morogoro
45199,Iringa
45200,Morogoro
45201,Pwani
45204,Kilimanjaro
45207,Rukwa
45209,Rukwa
45210,Iringa
45211,Morogoro
45213,Mara
45214,Mtwara
45216,Rukwa
45217,Kigoma
45218,Morogoro
45219,Mara
45220,Tanga
45222,Manyara
45223,Iringa
45227,Morogoro
45228,Lindi
45229,Arusha
45232,Mtwara
45234,Iringa
45235,Morogoro
45237,Tanga
45238,Kigoma
45240,Kilimanjaro
45243,Iringa
45244,Iringa
45245,Singida
45246,Kigoma
45248,Kilimanjaro
45249,Mtwara
45250,Kilimanjaro
45252,Iringa
45257,Mwanza
45259,Manyara
45260,Kilimanjaro
45261,Kilimanjaro
45263,Iringa
45266,Mtwara
45271,Kilimanjaro
45273,Singida
45274,Singida
45276,Kilimanjaro
45277,Morogoro
45279,Morogoro
45280,Morogoro
45281,Manyara
45282,Kilimanjaro
45283,Morogoro
45284,Iringa
45285,Iringa
45286,Morogoro
45288,Iringa
45291,Kigoma
45293,Ruvuma
45294,Iringa
45295,Iringa
45296,Pwani
45299,Pwani
45300,Ruvuma
45301,Kilimanjaro
45303,Mara
45308,Arusha
45309,Arusha
45312,Kigoma
45314,Pwani
45315,Dar es Salaam
45319,Ruvuma
45320,Lindi
45325,Singida
45326,Kigoma
45329,Arusha
45336,Kilimanjaro
45337,Ruvuma
45342,Mara
45343,Morogoro
45344,Dar es Salaam
45347,Mara
45350,Iringa
45354,Morogoro
45356,Ruvuma
45357,Lindi
45358,Mtwara
45360,Iringa
45361,Mara
45365,Rukwa
45366,Arusha
45370,Iringa
45371,Iringa
45372,Kilimanjaro
45373,Pwani
45380,Tanga
45381,Kilimanjaro
45383,Pwani
45385,Dar es Salaam
45386,Rukwa
45389,Iringa
45392,Tanga
45394,Kilimanjaro
45397,Lindi
45398,Singida
45399,Rukwa
45400,Iringa
45401,Manyara
45402,Morogoro
45403,Morogoro
45405,Kigoma
45408,Pwani
45413,Dar es Salaam
45416,Iringa
45420,Morogoro
45421,Dar es Salaam
45422,Singida
45423,Rukwa
45425,Tanga
45426,Mtwara
45427,Morogoro
45428,Morogoro
45429,Iringa
45432,Morogoro
45433,Arusha
45437,Dar es Salaam
45438,Iringa
45440,Pwani
45441,Morogoro
45442,Iringa
45443,Lindi
45444,Iringa
45447,Morogoro
45448,Tanga
45450,Tanga
45457,Morogoro
45458,Morogoro
45459,Morogoro
45461,Pwani
45462,Mara
45465,Kilimanjaro
45466,Kilimanjaro
45467,Mwanza
45470,Iringa
45471,Morogoro
45475,Ruvuma
45477,Singida
45478,Kilimanjaro
45479,Kilimanjaro
45480,Morogoro
45481,Iringa
45482,Manyara
45483,Tanga
45485,Iringa
45489,Iringa
45490,Lindi
45491,Rukwa
45495,Arusha
45499,Rukwa
45504,Arusha
45505,Ruvuma
45507,Pwani
45508,Tanga
45509,Mtwara
45510,Manyara
45516,Iringa
45517,Morogoro
45520,Ruvuma
45531,Dar es Salaam
45533,Rukwa
45540,Iringa
45541,Ruvuma
45542,Morogoro
45545,Kilimanjaro
45546,Rukwa
45548,Pwani
45549,Iringa
45551,Iringa
45554,Mwanza
45556,Morogoro
45562,Rukwa
45563,Ruvuma
45564,Iringa
45566,Rukwa
45572,Iringa
45573,Ruvuma
45575,Kigoma
45577,Kigoma
45580,Kilimanjaro
45584,Iringa
45585,Kilimanjaro
45586,Kilimanjaro
45587,Kilimanjaro
45589,Morogoro
45591,Manyara
45593,Tanga
45596,Dar es Salaam
45597,Morogoro
45601,Kilimanjaro
45602,Tanga
45605,Pwani
45609,Morogoro
45615,Morogoro
45617,Dar es Salaam
45618,Kigoma
45620,Morogoro
45621,Pwani
45623,Rukwa
45624,Kilimanjaro
45625,Ruvuma
45626,Iringa
45629,Ruvuma
45633,Iringa
45635,Kigoma
45637,Arusha
45638,Tanga
45640,Pwani
45641,Iringa
45645,Iringa
45646,Morogoro
45647,Morogoro
45651,Mtwara
45656,Arusha
45657,Pwani
45665,Tanga
45666,Arusha
45667,Iringa
45670,Pwani
45671,Tanga
45675,Kigoma
45679,Iringa
45680,Ruvuma
45683,Tanga
45685,Kilimanjaro
45686,Kigoma
45687,Ruvuma
45692,Dar es Salaam
45694,Rukwa
45695,Pwani
45696,Iringa
45697,Iringa
45700,Morogoro
45702,Iringa
45703,Mtwara
45704,Iringa
45706,Morogoro
45708,Tanga
45709,Iringa
45712,Manyara
45714,Iringa
45715,Pwani
45716,Manyara
45717,Arusha
45718,Morogoro
45719,Ruvuma
45721,Rukwa
45725,Iringa
45728,Dar es Salaam
