,gps_height,region,population,public_meeting,permit,construction_age,extraction_type_group,management,payment_type,quality_group,quantity_group,source_type,waterpoint_type_group,status_group,pop_categ
20398,1730,Arusha,300,TRUE,TRUE,6,gravity,wug,on failure,good,enough,borehole,communal standpipe,non functional,Third
20399,210,Pwani,40,FALSE,TRUE,4,submersible,private operator,per bucket,good,enough,river/lake,communal standpipe,functional,Second
20400,1235,Tanga,1,TRUE,TRUE,9,swn 80,vwc,never pay,good,enough,shallow well,hand pump,non functional,First
20401,1256,Arusha,350,TRUE,TRUE,5,gravity,vwc,never pay,good,insufficient,spring,communal standpipe,functional,Fourth
20402,940,Iringa,1,TRUE,TRUE,21,gravity,vwc,annually,good,enough,spring,communal standpipe,functional,First
20403,-19,Pwani,30,TRUE,FALSE,4,nira/tanira,wug,per bucket,good,enough,shallow well,hand pump,functional,Second
20404,0,Tanga,60,TRUE,TRUE,21,gravity,vwc,per bucket,good,insufficient,spring,communal standpipe,functional,Second
20405,1259,Kigoma,650,TRUE,TRUE,4,gravity,vwc,monthly,good,enough,spring,communal standpipe,functional,Fourth
20406,2137,Iringa,0,TRUE,FALSE,39,gravity,vwc,on failure,good,enough,spring,communal standpipe,functional,First
20407,1492,Ruvuma,0,TRUE,TRUE,16,submersible,vwc,annually,good,enough,river/lake,communal standpipe,functional,First
20408,1828,Tanga,1,TRUE,TRUE,15,gravity,vwc,never pay,good,enough,spring,communal standpipe,non functional,First
20409,1236,Kilimanjaro,1,TRUE,TRUE,4,gravity,water board,monthly,good,enough,spring,communal standpipe,functional,First
20410,1273,Kigoma,750,TRUE,TRUE,7,gravity,vwc,never pay,good,insufficient,spring,communal standpipe,functional,Fourth
20411,1456,Ruvuma,0,TRUE,TRUE,16,submersible,vwc,annually,good,enough,river/lake,communal standpipe,functional,First
20412,1632,Manyara,283,TRUE,TRUE,1,other handpump,vwc,per bucket,salty,insufficient,rainwater harvesting,hand pump,functional,Third
20413,1777,Rukwa,350,TRUE,TRUE,23,gravity,vwc,never pay,good,enough,river/lake,communal standpipe,non functional,Fourth
20414,-6,Pwani,20,TRUE,TRUE,25,mono,vwc,never pay,good,enough,river/lake,communal standpipe,non functional,First
20415,1663,Iringa,0,TRUE,TRUE,13,submersible,vwc,annually,good,enough,spring,communal standpipe,non functional,First
20416,1469,Iringa,75,TRUE,TRUE,35,gravity,wua,monthly,good,enough,river/lake,communal standpipe,functional,Second
20417,336,Morogoro,40,TRUE,TRUE,8,submersible,vwc,never pay,good,enough,borehole,communal standpipe,functional,Second
20418,1236,Iringa,1,TRUE,TRUE,21,gravity,vwc,annually,good,enough,spring,communal standpipe,functional,First
20419,222,Mtwara,90,TRUE,TRUE,6,india mark ii,vwc,per bucket,good,enough,borehole,hand pump,functional,Second
20420,1710,Iringa,210,TRUE,TRUE,30,gravity,vwc,annually,good,enough,spring,communal standpipe,functional,Third
20421,258,Morogoro,500,TRUE,TRUE,31,swn 80,vwc,never pay,colored,insufficient,shallow well,hand pump,non functional,Fourth
20422,1766,Tanga,1,TRUE,TRUE,24,gravity,vwc,monthly,good,enough,spring,communal standpipe,functional,First
20423,1522,Iringa,60,TRUE,TRUE,28,gravity,vwc,annually,good,enough,river/lake,communal standpipe,functional,Second
20424,2276,Iringa,0,TRUE,FALSE,27,gravity,vwc,monthly,good,enough,spring,communal standpipe,functional,First
20425,-19,Pwani,1,TRUE,FALSE,5,india mark ii,private operator,never pay,good,enough,shallow well,hand pump,functional,First
20426,1683,Manyara,132,TRUE,TRUE,4,mono,parastatal,per bucket,good,enough,borehole,communal standpipe,functional,Third
20427,1225,Arusha,150,TRUE,TRUE,13,gravity,vwc,never pay,good,insufficient,spring,communal standpipe,functional,Third
20428,912,Ruvuma,0,TRUE,TRUE,36,gravity,vwc,monthly,good,insufficient,river/lake,communal standpipe,functional,First
20429,1196,Rukwa,400,TRUE,TRUE,23,india mark ii,vwc,on failure,good,enough,borehole,hand pump,functional needs repair,Fourth
20430,1510,Iringa,75,TRUE,TRUE,35,gravity,wua,monthly,good,dry,river/lake,communal standpipe,non functional,Second
20431,60,Dar es Salaam,182,TRUE,FALSE,43,submersible,vwc,per bucket,good,dry,river/lake,communal standpipe,non functional,Third
20432,2245,Iringa,15,FALSE,TRUE,4,gravity,vwc,never pay,good,insufficient,spring,communal standpipe,functional,First
20433,1543,Arusha,150,TRUE,TRUE,11,gravity,vwc,never pay,good,insufficient,spring,communal standpipe,functional,Third
20434,1401,Kilimanjaro,38,FALSE,TRUE,5,gravity,vwc,never pay,good,enough,spring,communal standpipe,non functional,Second
20435,1480,Tanga,1,TRUE,TRUE,42,gravity,vwc,monthly,good,enough,spring,communal standpipe,functional,First
20436,995,Iringa,1,TRUE,TRUE,24,gravity,wua,annually,good,enough,spring,communal standpipe,functional,First
20437,307,Morogoro,400,TRUE,TRUE,28,submersible,vwc,on failure,good,insufficient,borehole,communal standpipe,functional,Fourth
20438,956,Arusha,150,TRUE,TRUE,33,gravity,vwc,per bucket,good,insufficient,spring,communal standpipe,functional,Third
20439,206,Morogoro,250,TRUE,TRUE,11,nira/tanira,vwc,on failure,salty,seasonal,shallow well,hand pump,non functional,Third
20440,1741,Tanga,1,TRUE,TRUE,28,gravity,vwc,never pay,good,enough,spring,communal standpipe,functional needs repair,First
20441,1708,Iringa,40,TRUE,FALSE,5,gravity,vwc,monthly,good,enough,spring,communal standpipe,functional,Second
20442,1725,Kilimanjaro,1,TRUE,TRUE,14,gravity,water board,monthly,good,enough,spring,communal standpipe,functional,First
20443,853,Kigoma,1400,TRUE,TRUE,28,gravity,vwc,monthly,good,insufficient,river/lake,communal standpipe,functional needs repair,Fourth
20444,280,Morogoro,250,TRUE,TRUE,9,afridev,vwc,on failure,salty,enough,shallow well,hand pump,functional,Third
20445,1593,Iringa,1,TRUE,TRUE,30,gravity,vwc,monthly,good,enough,spring,communal standpipe,functional,First
20446,244,Lindi,380,TRUE,FALSE,25,nira/tanira,vwc,never pay,salty,seasonal,shallow well,hand pump,functional,Fourth
20447,290,Morogoro,1050,TRUE,TRUE,9,swn 80,vwc,on failure,good,insufficient,shallow well,hand pump,functional,Fourth
20448,1612,Iringa,450,TRUE,TRUE,35,gravity,wua,monthly,good,enough,river/lake,communal standpipe,functional,Fourth
20449,1316,Kigoma,410,TRUE,TRUE,6,gravity,water board,monthly,good,enough,river/lake,communal standpipe,functional,Fourth
20450,1291,Rukwa,230,TRUE,TRUE,27,gravity,vwc,never pay,good,insufficient,river/lake,communal standpipe,functional,Third
20451,1789,Arusha,150,TRUE,TRUE,13,gravity,vwc,never pay,good,insufficient,spring,communal standpipe,functional,Third
20452,2040,Iringa,30,TRUE,TRUE,10,gravity,vwc,monthly,good,enough,river/lake,communal standpipe,functional,Second
20453,1785,Iringa,0,TRUE,TRUE,13,swn 80,vwc,annually,good,enough,shallow well,hand pump,non functional,First
20454,1377,Arusha,200,TRUE,TRUE,1,submersible,wua,per bucket,good,enough,borehole,communal standpipe,non functional,Third
20455,1276,Kigoma,300,TRUE,FALSE,23,gravity,vwc,annually,good,enough,spring,communal standpipe,non functional,Third
20456,1754,Iringa,110,TRUE,FALSE,9,gravity,vwc,on failure,good,dry,river/lake,communal standpipe,non functional,Second
20457,1452,Singida,325,TRUE,TRUE,27,swn 80,vwc,on failure,good,insufficient,shallow well,hand pump,functional,Fourth
20458,292,Morogoro,450,TRUE,TRUE,31,swn 80,vwc,on failure,good,enough,shallow well,hand pump,functional,Fourth
20459,882,Rukwa,150,TRUE,TRUE,2,gravity,vwc,annually,good,enough,spring,communal standpipe,functional,Third
20460,58,Pwani,300,TRUE,FALSE,6,submersible,private operator,per bucket,good,enough,borehole,communal standpipe,functional,Third
20461,0,Tanga,50,TRUE,TRUE,5,gravity,private operator,monthly,good,insufficient,spring,communal standpipe,functional,Second
20462,303,Pwani,1500,TRUE,FALSE,17,india mark iii,vwc,per bucket,good,insufficient,borehole,hand pump,functional,Fourth
20463,43,Pwani,6922,TRUE,FALSE,11,submersible,wug,never pay,good,enough,borehole,communal standpipe,functional,Fourth
20464,1535,Arusha,200,TRUE,TRUE,15,gravity,vwc,never pay,good,enough,spring,communal standpipe,functional,Third
20465,1376,Kilimanjaro,1,TRUE,TRUE,12,gravity,water board,monthly,good,enough,spring,communal standpipe,functional,First
20466,1287,Mara,350,TRUE,TRUE,2,afridev,vwc,monthly,salty,enough,borehole,hand pump,functional,Fourth
20467,1436,Arusha,200,TRUE,TRUE,13,gravity,vwc,per bucket,good,enough,spring,communal standpipe,functional,Third
20468,1585,Rukwa,1,TRUE,FALSE,30,india mark ii,vwc,annually,salty,enough,borehole,hand pump,functional,First
20469,383,Morogoro,1,FALSE,TRUE,4,submersible,private operator,per bucket,salty,insufficient,borehole,communal standpipe,functional,First
20470,1202,Manyara,930,TRUE,TRUE,20,nira/tanira,vwc,monthly,good,enough,shallow well,hand pump,functional,Fourth
20471,12,Pwani,1,TRUE,TRUE,6,afridev,vwc,per bucket,good,enough,shallow well,hand pump,functional,First
20472,271,Morogoro,100,TRUE,TRUE,7,gravity,vwc,monthly,good,insufficient,river/lake,communal standpipe,functional needs repair,Second
20473,1768,Tanga,1,TRUE,TRUE,21,gravity,vwc,never pay,good,enough,spring,communal standpipe,functional,First
20474,1042,Tanga,60,TRUE,FALSE,4,gravity,vwc,never pay,good,insufficient,spring,communal standpipe,functional,Second
20475,1483,Kilimanjaro,1,TRUE,TRUE,28,gravity,company,monthly,good,enough,spring,communal standpipe,non functional,First
20476,215,Morogoro,300,TRUE,TRUE,5,submersible,vwc,never pay,good,enough,borehole,communal standpipe,functional,Third
20477,1770,Tanga,1,TRUE,TRUE,28,gravity,vwc,never pay,good,enough,spring,communal standpipe,non functional,First
20478,39,Pwani,600,TRUE,FALSE,5,india mark ii,vwc,never pay,good,dry,borehole,hand pump,non functional,Fourth
20479,0,Tanga,50,TRUE,TRUE,33,gravity,vwc,monthly,good,insufficient,spring,communal standpipe,functional,Second
20480,1720,Iringa,80,TRUE,FALSE,6,gravity,vwc,monthly,good,enough,spring,communal standpipe,functional,Second
20481,111,Lindi,1,TRUE,FALSE,9,gravity,vwc,never pay,good,enough,river/lake,communal standpipe,functional,First
20482,665,Manyara,50,TRUE,TRUE,4,submersible,vwc,never pay,salty,enough,borehole,communal standpipe,non functional,Second
20483,988,Manyara,230,TRUE,TRUE,16,nira/tanira,vwc,never pay,fluoride,enough,shallow well,hand pump,functional,Third
20484,1676,Iringa,20,TRUE,FALSE,15,gravity,vwc,never pay,good,enough,spring,communal standpipe,functional,First
20485,125,Pwani,20,TRUE,TRUE,5,mono,private operator,monthly,good,insufficient,river/lake,communal standpipe,functional,First
20486,1374,Ruvuma,360,TRUE,TRUE,7,gravity,vwc,monthly,good,enough,spring,communal standpipe,functional,Fourth
20487,1694,Arusha,100,TRUE,TRUE,4,gravity,vwc,per bucket,good,enough,river/lake,communal standpipe,functional,Second
20488,1756,Manyara,283,TRUE,TRUE,2,gravity,vwc,never pay,good,insufficient,spring,communal standpipe,functional,Third
20489,889,Morogoro,1,TRUE,TRUE,28,gravity,vwc,never pay,good,dry,river/lake,communal standpipe,non functional,First
20490,335,Morogoro,50,FALSE,TRUE,6,submersible,vwc,per bucket,good,insufficient,borehole,communal standpipe,functional,Second
20491,1801,Iringa,80,TRUE,FALSE,7,swn 80,vwc,monthly,good,enough,borehole,hand pump,non functional,Second
20492,369,Pwani,50,TRUE,TRUE,4,submersible,vwc,per bucket,salty,enough,borehole,communal standpipe,functional,Second
20493,1322,Ruvuma,450,TRUE,TRUE,7,gravity,vwc,monthly,good,enough,spring,communal standpipe,functional,Fourth
20494,1343,Kigoma,1,TRUE,TRUE,39,gravity,vwc,annually,good,enough,river/lake,hand pump,functional needs repair,First
20495,275,Pwani,30,TRUE,TRUE,10,submersible,wua,per bucket,good,enough,river/lake,communal standpipe,functional,Second
20496,290,Morogoro,300,TRUE,TRUE,39,swn 80,vwc,monthly,good,enough,shallow well,hand pump,functional,Third
20497,259,Morogoro,1000,TRUE,TRUE,18,gravity,vwc,never pay,good,insufficient,river/lake,communal standpipe,functional,Fourth
20498,1222,Kigoma,650,TRUE,TRUE,19,gravity,water board,monthly,good,insufficient,river/lake,communal standpipe,functional,Fourth
20499,409,Mtwara,560,TRUE,TRUE,31,submersible,vwc,never pay,good,seasonal,borehole,communal standpipe,functional,Fourth
20500,1482,Iringa,1,TRUE,TRUE,28,gravity,vwc,annually,good,dry,spring,communal standpipe,non functional,First
20501,259,Pwani,400,TRUE,FALSE,17,india mark iii,vwc,never pay,good,enough,borehole,hand pump,non functional,Fourth
20502,256,Morogoro,300,TRUE,TRUE,4,rope pump,vwc,never pay,good,insufficient,shallow well,hand pump,non functional,Third
20503,100,Pwani,1,TRUE,TRUE,6,mono,vwc,per bucket,good,enough,borehole,communal standpipe,non functional,First
20504,0,Morogoro,480,TRUE,FALSE,7,submersible,vwc,per bucket,salty,insufficient,borehole,communal standpipe,non functional,Fourth
20505,2154,Iringa,63,TRUE,FALSE,10,gravity,vwc,monthly,good,enough,spring,communal standpipe,functional,Second
20506,1156,Singida,150,TRUE,FALSE,32,mono,vwc,per bucket,good,enough,borehole,communal standpipe,functional,Third
20507,1775,Kilimanjaro,1,TRUE,TRUE,5,gravity,company,monthly,good,enough,spring,communal standpipe,functional,First
20508,268,Morogoro,130,TRUE,TRUE,42,gravity,vwc,monthly,good,enough,river/lake,communal standpipe,functional needs repair,Second
20509,351,Mtwara,1,TRUE,TRUE,31,submersible,vwc,never pay,good,seasonal,borehole,communal standpipe,non functional,First
20510,301,Tanga,150,TRUE,TRUE,35,submersible,vwc,per bucket,good,enough,river/lake,communal standpipe,functional,Third
20511,781,Kilimanjaro,1,TRUE,TRUE,5,gravity,water authority,per bucket,good,insufficient,spring,communal standpipe,functional,First
20512,297,Morogoro,120,TRUE,TRUE,18,gravity,wug,monthly,good,dry,river/lake,communal standpipe,non functional,Second
20513,316,Tanga,50,TRUE,TRUE,35,submersible,vwc,per bucket,good,enough,river/lake,communal standpipe,functional,Second
20514,1234,Kilimanjaro,1,TRUE,TRUE,33,gravity,company,monthly,good,insufficient,spring,communal standpipe,non functional,First
20515,1162,Mara,320,TRUE,TRUE,3,afridev,vwc,monthly,good,enough,borehole,hand pump,functional,Fourth
20516,0,Morogoro,297,TRUE,TRUE,8,submersible,vwc,never pay,salty,insufficient,borehole,communal standpipe,functional needs repair,Third
20517,2107,Iringa,25,TRUE,FALSE,9,gravity,vwc,annually,good,enough,spring,communal standpipe,functional,Second
20518,399,Lindi,230,TRUE,FALSE,22,mono,vwc,never pay,good,insufficient,borehole,communal standpipe,non functional,Third
20519,927,Kilimanjaro,1,TRUE,TRUE,10,gravity,company,monthly,good,insufficient,spring,communal standpipe,functional,First
20520,122,Pwani,1,FALSE,TRUE,6,gravity,trust,never pay,good,seasonal,rainwater harvesting,communal standpipe,functional,First
20521,1798,Kilimanjaro,1,TRUE,TRUE,5,gravity,company,monthly,good,insufficient,spring,communal standpipe,non functional,First
20522,1786,Iringa,53,TRUE,TRUE,5,gravity,vwc,monthly,good,insufficient,spring,communal standpipe,functional,Second
20523,1078,Kigoma,132,TRUE,TRUE,7,gravity,vwc,monthly,good,enough,river/lake,communal standpipe,functional,Third
20524,1944,Iringa,0,TRUE,FALSE,3,gravity,vwc,never pay,good,enough,spring,communal standpipe,functional,First
20525,452,Ruvuma,156,TRUE,TRUE,45,gravity,vwc,never pay,good,dry,spring,communal standpipe,non functional,Third
20526,1163,Mwanza,2000,TRUE,TRUE,12,nira/tanira,vwc,monthly,salty,insufficient,shallow well,hand pump,functional,Fourth
20527,598,Morogoro,1,TRUE,TRUE,32,swn 80,vwc,never pay,good,enough,shallow well,hand pump,non functional,First
20528,0,Tanga,40,TRUE,TRUE,13,gravity,private operator,monthly,good,insufficient,spring,communal standpipe,functional,Second
20529,259,Tanga,600,TRUE,FALSE,35,afridev,vwc,never pay,good,insufficient,shallow well,hand pump,functional,Fourth
20530,1237,Mwanza,300,TRUE,TRUE,2,nira/tanira,vwc,never pay,good,enough,shallow well,hand pump,functional,Third
20531,2290,Iringa,30,TRUE,TRUE,17,gravity,private operator,on failure,good,enough,spring,communal standpipe,functional,Second
20532,267,Morogoro,100,TRUE,TRUE,10,gravity,vwc,never pay,good,enough,river/lake,communal standpipe,functional,Second
20533,1492,Iringa,600,TRUE,TRUE,33,gravity,vwc,annually,good,enough,river/lake,communal standpipe,functional,Fourth
20534,50,Pwani,1,TRUE,TRUE,5,mono,vwc,per bucket,good,enough,river/lake,communal standpipe,functional,First
20535,40,Pwani,150,TRUE,FALSE,4,nira/tanira,vwc,never pay,good,enough,shallow well,hand pump,non functional,Third
20536,29,Pwani,750,TRUE,FALSE,4,india mark ii,vwc,never pay,salty,insufficient,shallow well,hand pump,functional needs repair,Fourth
20537,1970,Iringa,0,TRUE,FALSE,37,gravity,vwc,annually,good,enough,spring,communal standpipe,functional,First
20538,0,Morogoro,400,TRUE,TRUE,23,swn 80,vwc,monthly,salty,insufficient,shallow well,hand pump,functional,Fourth
20539,1608,Kilimanjaro,1,TRUE,TRUE,8,gravity,company,monthly,good,insufficient,spring,communal standpipe,non functional,First
20540,1236,Kigoma,476,TRUE,TRUE,20,gravity,water board,monthly,good,enough,river/lake,communal standpipe,functional,Fourth
20541,1643,Iringa,1,TRUE,FALSE,4,gravity,vwc,never pay,good,insufficient,spring,communal standpipe,functional,First
20542,1600,Iringa,65,TRUE,TRUE,3,gravity,vwc,per bucket,good,enough,spring,communal standpipe,functional,Second
20543,165,Pwani,24,FALSE,TRUE,3,submersible,private operator,per bucket,good,enough,river/lake,communal standpipe,functional,Second
20544,0,Morogoro,150,TRUE,TRUE,7,submersible,vwc,per bucket,salty,enough,borehole,communal standpipe,non functional,Third
20545,1784,Iringa,40,TRUE,FALSE,8,rope pump,water board,never pay,good,dry,borehole,hand pump,non functional,Second
20546,458,Morogoro,1,TRUE,TRUE,15,swn 80,vwc,never pay,salty,insufficient,shallow well,hand pump,non functional,First
20547,1256,Iringa,550,TRUE,TRUE,26,gravity,vwc,annually,good,enough,spring,communal standpipe,functional,Fourth
20548,1385,Kilimanjaro,50,TRUE,TRUE,18,gravity,vwc,annually,good,enough,spring,communal standpipe,functional,Second
20549,243,Pwani,100,TRUE,TRUE,10,submersible,wua,per bucket,good,enough,river/lake,communal standpipe,functional,Second
20550,984,Manyara,235,TRUE,TRUE,1,india mark ii,vwc,per bucket,good,enough,shallow well,hand pump,non functional,Third
20551,366,Morogoro,90,TRUE,TRUE,25,gravity,vwc,never pay,good,enough,river/lake,communal standpipe,non functional,Second
20552,1170,Kigoma,230,TRUE,TRUE,35,gravity,vwc,on failure,good,enough,spring,communal standpipe,functional,Third
20553,-10,Pwani,1,TRUE,TRUE,10,afridev,vwc,never pay,salty,insufficient,shallow well,hand pump,non functional,First
20554,752,Ruvuma,1,TRUE,FALSE,21,india mark ii,vwc,annually,good,insufficient,borehole,hand pump,functional,First
20555,1694,Kilimanjaro,1,TRUE,TRUE,5,gravity,company,monthly,good,enough,spring,communal standpipe,non functional,First
20556,842,Kigoma,130,TRUE,TRUE,4,gravity,vwc,monthly,good,enough,river/lake,communal standpipe,functional,Second
20557,334,Pwani,500,TRUE,FALSE,19,india mark iii,vwc,per bucket,good,insufficient,borehole,hand pump,functional,Fourth
20558,326,Tanga,30,TRUE,FALSE,6,gravity,vwc,monthly,good,insufficient,river/lake,communal standpipe,functional,Second
20559,1171,Kilimanjaro,1,TRUE,TRUE,13,gravity,company,monthly,good,insufficient,spring,communal standpipe,non functional,First
20560,710,Manyara,300,TRUE,TRUE,36,gravity,vwc,monthly,good,enough,spring,communal standpipe,functional,Third
20561,245,Lindi,260,TRUE,TRUE,6,india mark iii,vwc,per bucket,good,enough,borehole,hand pump,functional,Third
20562,1514,Iringa,10,TRUE,TRUE,12,gravity,vwc,annually,good,enough,spring,communal standpipe,functional,First
20563,112,Tanga,1,TRUE,TRUE,8,afridev,vwc,never pay,good,enough,shallow well,hand pump,non functional,First
20564,982,Kigoma,700,TRUE,TRUE,28,gravity,vwc,monthly,good,enough,river/lake,communal standpipe,functional needs repair,Fourth
20565,-18,Dar es Salaam,230,TRUE,FALSE,13,submersible,vwc,per bucket,good,enough,borehole,communal standpipe,functional,Third
20566,186,Mtwara,1,TRUE,TRUE,31,submersible,vwc,never pay,good,dry,borehole,communal standpipe,non functional,First
20567,264,Morogoro,300,TRUE,TRUE,15,gravity,vwc,monthly,good,insufficient,river/lake,communal standpipe,functional,Third
20568,1677,Rukwa,230,TRUE,TRUE,41,gravity,parastatal,never pay,good,insufficient,river/lake,communal standpipe,non functional,Third
20569,1327,Kilimanjaro,420,TRUE,TRUE,2,gravity,vwc,never pay,good,insufficient,rainwater harvesting,communal standpipe,functional needs repair,Fourth
20570,1355,Manyara,600,TRUE,TRUE,17,swn 80,vwc,never pay,good,enough,shallow well,hand pump,functional,Fourth
20571,1157,Mara,89,FALSE,FALSE,13,submersible,vwc,never pay,good,enough,river/lake,communal standpipe,non functional,Second
20572,1588,Iringa,350,TRUE,TRUE,5,gravity,vwc,annually,good,enough,spring,communal standpipe,functional,Fourth
20573,263,Morogoro,500,TRUE,TRUE,16,swn 80,vwc,never pay,good,insufficient,shallow well,hand pump,functional,Fourth
20574,293,Morogoro,1,TRUE,TRUE,36,swn 80,vwc,never pay,good,dry,shallow well,hand pump,functional,First
20575,1933,Iringa,0,TRUE,FALSE,13,gravity,vwc,never pay,good,insufficient,spring,communal standpipe,functional,First
20576,1793,Tanga,268,TRUE,FALSE,42,gravity,vwc,never pay,good,enough,spring,communal standpipe,non functional,Third
20577,484,Mtwara,300,TRUE,FALSE,1,gravity,vwc,per bucket,good,insufficient,spring,communal standpipe,functional,Third
20578,1545,Singida,135,TRUE,TRUE,9,afridev,wug,never pay,salty,enough,borehole,hand pump,functional,Third
20579,1289,Kilimanjaro,1,TRUE,TRUE,12,gravity,water board,monthly,good,enough,spring,communal standpipe,functional,First
20580,1341,Mara,350,TRUE,TRUE,20,afridev,vwc,monthly,salty,enough,borehole,hand pump,functional,Fourth
20581,1818,Iringa,56,TRUE,FALSE,21,gravity,vwc,on failure,good,enough,spring,communal standpipe,functional,Second
20582,1065,Singida,225,TRUE,TRUE,2,nira/tanira,wua,monthly,good,enough,shallow well,hand pump,functional,Third
20583,405,Morogoro,6,TRUE,TRUE,8,gravity,vwc,monthly,good,enough,river/lake,communal standpipe,functional needs repair,First
20584,1256,Kilimanjaro,40,TRUE,TRUE,6,gravity,water board,per bucket,good,enough,river/lake,communal standpipe,functional,Second
20585,2359,Iringa,0,TRUE,FALSE,27,gravity,vwc,monthly,good,enough,spring,communal standpipe,functional,First
20586,918,Kilimanjaro,64,TRUE,FALSE,0,gravity,water board,monthly,good,insufficient,spring,communal standpipe,functional,Second
20587,1546,Manyara,1300,TRUE,FALSE,4,submersible,vwc,never pay,salty,insufficient,borehole,communal standpipe,functional,Fourth
20588,1036,Kigoma,130,TRUE,TRUE,7,gravity,vwc,monthly,good,enough,river/lake,communal standpipe,functional needs repair,Second
20589,1442,Kilimanjaro,15,TRUE,TRUE,5,gravity,water board,per bucket,good,enough,spring,communal standpipe,functional,First
20590,5,Pwani,1,TRUE,FALSE,5,india mark ii,vwc,never pay,good,enough,shallow well,hand pump,functional,First
20591,1201,Kilimanjaro,80,TRUE,TRUE,17,gravity,vwc,never pay,good,insufficient,spring,communal standpipe,functional,Second
20592,413,Morogoro,220,TRUE,TRUE,5,nira/tanira,vwc,never pay,salty,seasonal,shallow well,hand pump,functional,Third
20593,1606,Manyara,235,TRUE,TRUE,8,gravity,vwc,never pay,milky,insufficient,spring,communal standpipe,functional,Third
20594,254,Morogoro,500,TRUE,TRUE,10,nira/tanira,vwc,never pay,good,insufficient,shallow well,hand pump,functional,Fourth
20595,1624,Iringa,950,TRUE,TRUE,31,gravity,vwc,monthly,good,enough,spring,communal standpipe,functional,Fourth
20596,962,Arusha,300,TRUE,TRUE,43,gravity,vwc,never pay,good,enough,spring,communal standpipe,non functional,Third
20597,1402,Shinyanga,400,TRUE,FALSE,5,nira/tanira,wug,never pay,good,enough,shallow well,hand pump,functional needs repair,Fourth
20598,1130,Arusha,160,TRUE,TRUE,4,gravity,water board,per bucket,good,insufficient,river/lake,communal standpipe,functional,Third
20599,426,Tanga,150,TRUE,FALSE,38,gravity,vwc,never pay,good,insufficient,spring,communal standpipe,functional,Third
20600,290,Morogoro,150,TRUE,TRUE,8,nira/tanira,vwc,monthly,good,enough,shallow well,hand pump,functional,Third
20601,278,Mtwara,360,TRUE,TRUE,31,submersible,vwc,never pay,good,dry,borehole,communal standpipe,non functional,Fourth
20602,1990,Iringa,36,TRUE,TRUE,15,gravity,wua,monthly,good,enough,river/lake,communal standpipe,functional,Second
20603,1,Tanga,400,TRUE,FALSE,13,submersible,vwc,per bucket,salty,insufficient,borehole,communal standpipe,functional,Fourth
20604,1848,Manyara,211,TRUE,TRUE,17,nira/tanira,vwc,never pay,good,enough,shallow well,hand pump,functional,Third
20605,2046,Arusha,350,TRUE,TRUE,48,gravity,water board,never pay,good,insufficient,spring,communal standpipe,functional needs repair,Fourth
20606,683,Manyara,250,TRUE,TRUE,4,gravity,vwc,per bucket,good,enough,dam,communal standpipe,functional,Third
20607,318,Morogoro,350,TRUE,TRUE,18,gravity,wug,monthly,good,enough,river/lake,communal standpipe,functional,Fourth
20608,1370,Kilimanjaro,30,TRUE,TRUE,18,gravity,vwc,annually,good,enough,spring,communal standpipe,functional,Second
20609,1310,Arusha,180,TRUE,TRUE,10,gravity,vwc,never pay,good,insufficient,spring,communal standpipe,non functional,Third
20610,459,Tanga,450,TRUE,FALSE,4,submersible,vwc,never pay,good,seasonal,river/lake,communal standpipe,non functional,Fourth
20611,17,Pwani,60,TRUE,FALSE,35,submersible,vwc,never pay,colored,insufficient,dam,communal standpipe,non functional,Second
20612,-4,Lindi,423,TRUE,TRUE,33,submersible,vwc,never pay,good,dry,borehole,communal standpipe,non functional,Fourth
20613,983,Arusha,150,TRUE,TRUE,33,gravity,vwc,per bucket,good,insufficient,spring,communal standpipe,functional,Third
20614,1194,Mara,1800,TRUE,TRUE,10,afridev,wug,annually,salty,insufficient,borehole,hand pump,functional,Fourth
20615,532,Ruvuma,1,TRUE,FALSE,7,swn 80,vwc,per bucket,good,insufficient,borehole,hand pump,non functional,First
20616,1183,Kilimanjaro,1,TRUE,TRUE,8,gravity,company,monthly,good,insufficient,spring,communal standpipe,non functional,First
20617,1286,Kigoma,300,TRUE,TRUE,29,gravity,vwc,monthly,good,enough,river/lake,communal standpipe,functional needs repair,Third
20618,1041,Kigoma,520,TRUE,TRUE,29,gravity,vwc,annually,good,enough,river/lake,communal standpipe,functional,Fourth
20619,1486,Iringa,95,TRUE,TRUE,35,gravity,wua,monthly,good,dry,river/lake,communal standpipe,non functional,Second
20620,1827,Iringa,45,TRUE,TRUE,4,gravity,wua,monthly,good,enough,spring,communal standpipe,functional,Second
20621,768,Ruvuma,1,TRUE,FALSE,6,other handpump,vwc,annually,good,enough,borehole,hand pump,functional,First
20622,82,Pwani,2600,TRUE,FALSE,3,india mark ii,vwc,never pay,salty,enough,shallow well,hand pump,functional,Fourth
20623,30,Pwani,1,TRUE,TRUE,24,mono,private operator,per bucket,good,enough,river/lake,communal standpipe,functional needs repair,First
20624,261,Morogoro,100,TRUE,TRUE,5,gravity,vwc,never pay,good,enough,river/lake,communal standpipe,functional,Second
20625,283,Morogoro,500,TRUE,TRUE,16,swn 80,vwc,on failure,good,insufficient,shallow well,hand pump,non functional,Fourth
20626,339,Tanga,50,TRUE,TRUE,10,submersible,vwc,never pay,good,insufficient,river/lake,communal standpipe,non functional,Second
