,gps_height,region,population,public_meeting,permit,construction_age,extraction_type_group,management,payment_type,quality_group,quantity_group,source_type,waterpoint_type_group,status_group
19843,1549,Arusha,200,TRUE,TRUE,3,gravity,vwc,never pay,good,enough,spring,communal standpipe,functional
19844,1747,Iringa,125,TRUE,TRUE,4,rope pump,wua,on failure,good,dry,borehole,hand pump,non functional
19845,-17,Mtwara,200,TRUE,TRUE,7,india mark ii,vwc,per bucket,good,enough,borehole,hand pump,functional
19846,1575,Iringa,75,TRUE,TRUE,35,gravity,wua,monthly,good,enough,river/lake,communal standpipe,functional
19847,1736,Manyara,220,TRUE,TRUE,2,gravity,vwc,per bucket,good,insufficient,spring,communal standpipe,functional
19848,967,Ruvuma,250,TRUE,FALSE,16,swn 80,wug,per bucket,good,insufficient,shallow well,hand pump,functional
19849,2295,Iringa,60,TRUE,TRUE,17,gravity,vwc,on failure,good,enough,spring,communal standpipe,functional
19850,310,Morogoro,1,TRUE,TRUE,37,gravity,vwc,never pay,good,enough,river/lake,communal standpipe,non functional
19851,544,Ruvuma,1,TRUE,FALSE,18,gravity,vwc,annually,good,enough,river/lake,communal standpipe,functional needs repair
19852,1641,Tanga,1,TRUE,TRUE,42,gravity,vwc,monthly,good,enough,spring,communal standpipe,functional
19853,1030,Ruvuma,400,TRUE,TRUE,29,india mark ii,vwc,on failure,good,seasonal,shallow well,hand pump,functional
19854,21,Mtwara,300,TRUE,TRUE,7,india mark ii,vwc,per bucket,good,enough,borehole,hand pump,functional
19855,338,Tanga,300,TRUE,FALSE,4,gravity,vwc,monthly,good,insufficient,river/lake,communal standpipe,functional
19856,196,Lindi,345,FALSE,FALSE,2,india mark ii,vwc,never pay,good,insufficient,borehole,hand pump,non functional
19857,1407,Kigoma,600,TRUE,TRUE,11,gravity,water board,monthly,good,enough,spring,communal standpipe,functional
19858,1291,Singida,150,TRUE,TRUE,5,mono,vwc,per bucket,salty,enough,borehole,communal standpipe,functional
19859,106,Pwani,1,TRUE,TRUE,3,mono,vwc,per bucket,good,enough,river/lake,communal standpipe,functional
19860,1177,Rukwa,200,TRUE,TRUE,27,india mark ii,vwc,annually,good,enough,borehole,hand pump,functional
19861,288,Morogoro,250,TRUE,TRUE,17,gravity,vwc,monthly,good,insufficient,river/lake,communal standpipe,functional
19862,1014,Arusha,100,TRUE,TRUE,3,gravity,vwc,per bucket,good,enough,spring,communal standpipe,functional
19863,-7,Dar es Salaam,30,TRUE,FALSE,13,submersible,wug,per bucket,good,insufficient,borehole,communal standpipe,functional
19864,1306,Morogoro,250,TRUE,TRUE,8,swn 80,vwc,per bucket,good,enough,shallow well,hand pump,functional
19865,243,Pwani,300,TRUE,FALSE,5,gravity,water board,per bucket,salty,insufficient,dam,communal standpipe,functional
19866,1564,Iringa,20,TRUE,TRUE,12,gravity,vwc,annually,good,enough,spring,communal standpipe,functional
19867,363,Morogoro,50,TRUE,TRUE,29,gravity,vwc,monthly,good,enough,river/lake,communal standpipe,functional
19868,-18,Lindi,360,TRUE,FALSE,4,india mark ii,vwc,never pay,salty,enough,shallow well,hand pump,non functional
19869,345,Tanga,100,TRUE,TRUE,10,submersible,vwc,never pay,good,insufficient,river/lake,communal standpipe,non functional
19870,1237,Mara,500,TRUE,FALSE,41,submersible,vwc,per bucket,good,enough,river/lake,communal standpipe,non functional
19871,1592,Manyara,30,TRUE,TRUE,15,gravity,vwc,never pay,good,enough,spring,communal standpipe,functional
19872,1492,Arusha,150,TRUE,TRUE,18,gravity,vwc,monthly,good,enough,spring,communal standpipe,functional
19873,1272,Iringa,250,TRUE,FALSE,33,gravity,vwc,never pay,good,enough,river/lake,communal standpipe,functional
19874,291,Tanga,50,TRUE,TRUE,35,submersible,vwc,per bucket,good,enough,river/lake,communal standpipe,functional
19875,769,Rukwa,500,TRUE,FALSE,6,swn 80,vwc,monthly,salty,enough,shallow well,hand pump,functional
19876,1205,Kilimanjaro,30,TRUE,FALSE,6,gravity,vwc,monthly,good,insufficient,spring,communal standpipe,non functional
19877,1243,Kigoma,1720,TRUE,TRUE,29,gravity,water board,annually,good,enough,river/lake,communal standpipe,functional needs repair
19878,846,Ruvuma,80,TRUE,TRUE,11,gravity,vwc,monthly,good,enough,spring,communal standpipe,functional
19879,288,Pwani,1430,TRUE,FALSE,9,india mark ii,vwc,per bucket,good,insufficient,shallow well,hand pump,functional
19880,1831,Iringa,160,TRUE,TRUE,4,gravity,wua,monthly,good,enough,spring,communal standpipe,functional
19881,1225,Kigoma,350,TRUE,TRUE,17,gravity,vwc,monthly,good,insufficient,river/lake,communal standpipe,non functional
19882,2451,Arusha,1,TRUE,TRUE,10,gravity,parastatal,never pay,good,enough,river/lake,communal standpipe,functional needs repair
19883,1803,Iringa,120,TRUE,TRUE,18,gravity,vwc,never pay,good,enough,river/lake,communal standpipe,functional
19884,614,Morogoro,160,TRUE,TRUE,3,gravity,vwc,never pay,good,enough,river/lake,communal standpipe,functional
19885,319,Morogoro,100,TRUE,TRUE,4,gravity,vwc,on failure,good,enough,river/lake,communal standpipe,functional
19886,94,Tanga,300,FALSE,FALSE,5,submersible,vwc,per bucket,salty,insufficient,borehole,communal standpipe,non functional
19887,128,Pwani,1,TRUE,TRUE,15,nira/tanira,vwc,never pay,good,insufficient,shallow well,hand pump,functional
19888,1172,Kilimanjaro,1,TRUE,TRUE,4,gravity,parastatal,never pay,good,seasonal,rainwater harvesting,communal standpipe,functional
19889,21,Lindi,1,TRUE,FALSE,7,india mark ii,vwc,per bucket,salty,insufficient,borehole,hand pump,functional
19890,1374,Singida,450,TRUE,FALSE,39,mono,vwc,never pay,good,enough,borehole,communal standpipe,non functional
19891,987,Ruvuma,360,TRUE,FALSE,18,swn 80,wug,monthly,good,enough,shallow well,hand pump,functional
19892,851,Singida,650,TRUE,TRUE,10,submersible,vwc,never pay,good,enough,borehole,communal standpipe,non functional
19893,2050,Iringa,56,TRUE,TRUE,5,gravity,wua,monthly,good,enough,spring,communal standpipe,functional
19894,110,Lindi,1,FALSE,FALSE,3,gravity,wua,per bucket,good,enough,river/lake,communal standpipe,functional needs repair
19895,383,Tanga,400,TRUE,FALSE,4,afridev,vwc,per bucket,good,dry,shallow well,hand pump,non functional
19896,312,Mtwara,1,TRUE,FALSE,26,gravity,vwc,never pay,good,dry,spring,communal standpipe,non functional
19897,1702,Arusha,200,TRUE,TRUE,4,gravity,vwc,per bucket,good,seasonal,river/lake,communal standpipe,functional
19898,1291,Rukwa,1,TRUE,TRUE,33,gravity,vwc,monthly,good,enough,spring,communal standpipe,non functional
19899,340,Morogoro,980,TRUE,TRUE,17,nira/tanira,vwc,monthly,salty,insufficient,shallow well,hand pump,functional
19900,279,Morogoro,140,TRUE,TRUE,17,swn 80,vwc,never pay,good,enough,shallow well,hand pump,non functional
19901,1570,Kilimanjaro,50,TRUE,TRUE,5,gravity,water board,per bucket,good,enough,spring,communal standpipe,functional
19902,1546,Kilimanjaro,190,TRUE,TRUE,18,gravity,vwc,never pay,good,enough,river/lake,communal standpipe,non functional
19903,1072,Iringa,0,TRUE,TRUE,23,gravity,wua,annually,good,enough,spring,communal standpipe,functional
19904,1141,Mara,250,TRUE,FALSE,15,nira/tanira,wug,on failure,salty,enough,shallow well,hand pump,functional
19905,243,Lindi,1,TRUE,FALSE,3,nira/tanira,vwc,never pay,good,enough,shallow well,hand pump,non functional
19906,359,Morogoro,1,TRUE,TRUE,9,afridev,vwc,never pay,good,enough,shallow well,hand pump,functional
19907,1236,Mara,80,FALSE,FALSE,13,swn 80,private operator,per bucket,salty,enough,shallow well,hand pump,non functional
19908,1843,Rukwa,500,TRUE,TRUE,8,gravity,vwc,never pay,good,dry,river/lake,communal standpipe,non functional
19909,977,Ruvuma,0,TRUE,TRUE,35,gravity,vwc,on failure,good,enough,river/lake,communal standpipe,functional needs repair
19910,1667,Arusha,760,TRUE,TRUE,3,gravity,vwc,on failure,good,insufficient,river/lake,communal standpipe,functional
19911,266,Morogoro,250,TRUE,TRUE,15,gravity,vwc,monthly,good,seasonal,river/lake,communal standpipe,functional needs repair
19912,1197,Mwanza,1500,TRUE,TRUE,31,gravity,vwc,never pay,good,seasonal,spring,communal standpipe,non functional
19913,1538,Iringa,65,TRUE,TRUE,3,gravity,vwc,annually,good,enough,spring,communal standpipe,functional
19914,1078,Singida,218,TRUE,TRUE,1,mono,wua,per bucket,good,enough,borehole,communal standpipe,functional
19915,928,Kigoma,166,TRUE,TRUE,28,gravity,vwc,monthly,good,enough,river/lake,communal standpipe,functional needs repair
19916,1170,Rukwa,300,TRUE,TRUE,6,gravity,parastatal,never pay,good,seasonal,rainwater harvesting,communal standpipe,functional
19917,400,Tanga,1,TRUE,TRUE,41,gravity,vwc,never pay,good,enough,spring,communal standpipe,functional
19918,1233,Iringa,1,TRUE,TRUE,21,gravity,vwc,annually,good,enough,spring,communal standpipe,functional
19919,1670,Iringa,1,TRUE,FALSE,15,gravity,vwc,never pay,good,enough,spring,communal standpipe,functional needs repair
19920,906,Ruvuma,0,TRUE,TRUE,13,gravity,vwc,annually,good,enough,river/lake,communal standpipe,functional
19921,1803,Rukwa,250,TRUE,TRUE,41,gravity,vwc,never pay,good,enough,spring,communal standpipe,non functional
19922,1834,Kilimanjaro,1,TRUE,TRUE,4,gravity,company,monthly,good,insufficient,spring,communal standpipe,functional
19923,1689,Iringa,50,TRUE,TRUE,35,gravity,wua,on failure,good,dry,river/lake,communal standpipe,non functional
19924,1146,Mara,250,TRUE,FALSE,15,nira/tanira,wug,on failure,salty,enough,shallow well,hand pump,functional
19925,1374,Kilimanjaro,1,TRUE,TRUE,0,gravity,water board,monthly,good,enough,spring,communal standpipe,functional
19926,1523,Arusha,150,TRUE,TRUE,1,afridev,vwc,never pay,good,enough,borehole,hand pump,functional
19927,66,Pwani,12,TRUE,FALSE,5,submersible,private operator,never pay,salty,enough,borehole,communal standpipe,functional
19928,1170,Kilimanjaro,86,TRUE,TRUE,14,gravity,water board,per bucket,good,enough,spring,communal standpipe,functional
19929,1179,Ruvuma,160,TRUE,TRUE,15,gravity,vwc,on failure,good,enough,spring,communal standpipe,functional
19930,1170,Mwanza,300,TRUE,TRUE,17,nira/tanira,vwc,never pay,good,insufficient,shallow well,hand pump,functional
19931,-24,Tanga,180,TRUE,FALSE,28,gravity,vwc,never pay,good,insufficient,borehole,communal standpipe,functional
19932,1753,Kilimanjaro,1,TRUE,TRUE,7,gravity,company,monthly,good,insufficient,spring,communal standpipe,functional
19933,220,Morogoro,200,TRUE,TRUE,8,afridev,vwc,monthly,good,insufficient,shallow well,hand pump,functional
19934,861,Ruvuma,270,FALSE,TRUE,31,gravity,vwc,never pay,good,enough,river/lake,communal standpipe,non functional
19935,1599,Arusha,150,TRUE,TRUE,13,gravity,vwc,never pay,good,insufficient,spring,communal standpipe,non functional
19936,460,Morogoro,150,TRUE,TRUE,13,swn 80,vwc,never pay,salty,insufficient,shallow well,hand pump,functional needs repair
19937,1730,Iringa,65,TRUE,FALSE,5,gravity,vwc,monthly,good,enough,spring,communal standpipe,functional
19938,1242,Kilimanjaro,140,TRUE,TRUE,3,gravity,vwc,never pay,good,insufficient,spring,communal standpipe,non functional
19939,1250,Kilimanjaro,1,TRUE,TRUE,23,gravity,company,monthly,good,insufficient,spring,communal standpipe,functional
19940,1388,Kilimanjaro,1,TRUE,TRUE,33,gravity,company,monthly,good,insufficient,spring,communal standpipe,non functional
19941,717,Kilimanjaro,40,TRUE,TRUE,5,submersible,water board,per bucket,good,enough,borehole,communal standpipe,functional
19942,1640,Kilimanjaro,90,TRUE,TRUE,5,gravity,water board,per bucket,good,enough,spring,communal standpipe,functional
19943,1712,Iringa,65,TRUE,FALSE,5,gravity,vwc,monthly,good,enough,spring,communal standpipe,functional
19944,1787,Arusha,150,TRUE,TRUE,23,gravity,vwc,on failure,good,insufficient,spring,communal standpipe,functional
19945,63,Pwani,1000,TRUE,FALSE,35,gravity,vwc,never pay,good,insufficient,river/lake,communal standpipe,non functional
19946,1353,Kilimanjaro,20,TRUE,TRUE,5,gravity,water board,per bucket,good,enough,spring,communal standpipe,functional
19947,1988,Iringa,0,FALSE,FALSE,28,gravity,vwc,never pay,good,enough,spring,communal standpipe,non functional
19948,339,Mtwara,86,TRUE,TRUE,3,india mark ii,vwc,never pay,good,insufficient,borehole,hand pump,functional
19949,971,Arusha,150,TRUE,TRUE,4,gravity,vwc,per bucket,good,insufficient,spring,communal standpipe,functional needs repair
19950,-6,Pwani,120,TRUE,FALSE,10,nira/tanira,vwc,never pay,good,enough,shallow well,hand pump,functional
19951,1733,Manyara,150,TRUE,TRUE,15,nira/tanira,vwc,never pay,colored,insufficient,shallow well,hand pump,functional
19952,783,Kigoma,800,FALSE,TRUE,7,gravity,vwc,monthly,good,enough,spring,communal standpipe,functional needs repair
19953,1310,Mwanza,300,TRUE,TRUE,25,swn 80,vwc,never pay,good,insufficient,shallow well,hand pump,non functional
19954,2183,Iringa,25,TRUE,FALSE,10,gravity,vwc,never pay,good,enough,spring,communal standpipe,functional
19955,844,Kigoma,120,TRUE,TRUE,4,gravity,vwc,monthly,good,enough,river/lake,communal standpipe,functional
19956,345,Mtwara,800,TRUE,TRUE,30,nira/tanira,vwc,per bucket,salty,enough,borehole,hand pump,functional
19957,1384,Kigoma,650,TRUE,TRUE,11,gravity,water board,monthly,good,enough,spring,communal standpipe,functional
19958,1042,Arusha,150,TRUE,TRUE,13,gravity,vwc,per bucket,good,enough,spring,communal standpipe,functional
19959,311,Morogoro,300,TRUE,TRUE,27,swn 80,vwc,monthly,good,insufficient,shallow well,hand pump,non functional
19960,1602,Rukwa,700,TRUE,FALSE,6,india mark ii,vwc,never pay,good,enough,borehole,hand pump,non functional
19961,1221,Kigoma,750,TRUE,FALSE,12,afridev,vwc,annually,good,enough,borehole,hand pump,non functional
19962,996,Kigoma,125,TRUE,TRUE,31,gravity,vwc,monthly,good,enough,river/lake,communal standpipe,functional needs repair
19963,683,Ruvuma,1,TRUE,FALSE,17,swn 80,vwc,annually,good,insufficient,borehole,hand pump,functional
19964,922,Ruvuma,300,TRUE,TRUE,27,gravity,vwc,annually,good,enough,river/lake,communal standpipe,functional
19965,-16,Pwani,1,TRUE,TRUE,5,afridev,vwc,never pay,salty,enough,borehole,hand pump,non functional
19966,401,Morogoro,250,TRUE,TRUE,16,gravity,wug,monthly,good,enough,river/lake,communal standpipe,functional
19967,1239,Manyara,160,TRUE,TRUE,3,nira/tanira,vwc,monthly,good,enough,shallow well,hand pump,functional
19968,1484,Kilimanjaro,485,TRUE,TRUE,35,gravity,vwc,never pay,good,insufficient,spring,communal standpipe,functional
19969,1748,Rukwa,150,TRUE,FALSE,10,swn 80,vwc,never pay,good,enough,borehole,hand pump,non functional
19970,1125,Rukwa,400,FALSE,TRUE,5,gravity,water authority,never pay,good,enough,spring,communal standpipe,functional
19971,1524,Iringa,30,TRUE,TRUE,6,gravity,vwc,per bucket,good,dry,spring,communal standpipe,non functional
19972,1547,Singida,214,TRUE,TRUE,7,mono,wug,per bucket,good,enough,borehole,communal standpipe,functional
19973,677,Ruvuma,1,TRUE,FALSE,17,swn 80,vwc,annually,good,enough,borehole,hand pump,functional needs repair
19974,1265,Singida,1500,FALSE,FALSE,2,submersible,vwc,per bucket,good,insufficient,borehole,communal standpipe,functional
19975,729,Tanga,150,TRUE,FALSE,3,gravity,vwc,never pay,good,insufficient,spring,communal standpipe,functional
19976,120,Tanga,150,TRUE,FALSE,14,gravity,vwc,never pay,good,seasonal,spring,communal standpipe,non functional
19977,371,Morogoro,1,TRUE,TRUE,2,rope pump,vwc,monthly,good,enough,shallow well,hand pump,functional
19978,1259,Kigoma,370,TRUE,TRUE,37,gravity,water board,annually,good,enough,river/lake,communal standpipe,non functional
19979,1539,Singida,325,TRUE,TRUE,15,afridev,vwc,on failure,good,enough,borehole,hand pump,functional
19980,59,Pwani,517,TRUE,FALSE,3,submersible,vwc,per bucket,good,enough,borehole,communal standpipe,non functional
19981,864,Singida,250,TRUE,FALSE,33,mono,vwc,never pay,good,enough,borehole,communal standpipe,non functional
19982,1726,Iringa,250,TRUE,FALSE,5,gravity,water board,on failure,good,enough,spring,communal standpipe,functional
19983,93,Lindi,552,FALSE,FALSE,7,submersible,vwc,never pay,good,enough,borehole,communal standpipe,non functional
19984,1283,Kigoma,350,TRUE,TRUE,11,gravity,water board,monthly,good,enough,river/lake,communal standpipe,functional
19985,339,Tanga,700,TRUE,FALSE,6,afridev,vwc,per bucket,good,insufficient,shallow well,hand pump,functional
19986,1674,Kilimanjaro,439,TRUE,TRUE,8,gravity,parastatal,never pay,good,seasonal,rainwater harvesting,communal standpipe,non functional
19987,-29,Pwani,30,TRUE,FALSE,4,submersible,private operator,per bucket,good,enough,borehole,communal standpipe,functional
19988,1473,Arusha,150,TRUE,TRUE,8,gravity,vwc,monthly,good,insufficient,spring,communal standpipe,non functional
19989,1419,Singida,325,TRUE,TRUE,18,afridev,vwc,on failure,good,enough,borehole,hand pump,functional
19990,1414,Kilimanjaro,140,TRUE,TRUE,18,gravity,vwc,never pay,good,enough,river/lake,communal standpipe,non functional
19991,233,Tanga,200,TRUE,FALSE,38,gravity,vwc,never pay,good,insufficient,spring,communal standpipe,functional
19992,863,Ruvuma,80,TRUE,TRUE,19,gravity,vwc,never pay,good,dry,spring,communal standpipe,non functional
19993,899,Kigoma,420,TRUE,TRUE,29,gravity,vwc,monthly,good,enough,river/lake,communal standpipe,non functional
19994,1305,Kilimanjaro,120,TRUE,TRUE,4,gravity,water board,monthly,good,enough,spring,communal standpipe,functional
19995,283,Morogoro,500,TRUE,TRUE,27,swn 80,vwc,never pay,good,enough,shallow well,hand pump,functional
19996,706,Ruvuma,1,TRUE,FALSE,25,gravity,vwc,annually,good,enough,dam,communal standpipe,functional
19997,266,Morogoro,200,TRUE,TRUE,29,swn 80,vwc,on failure,good,insufficient,shallow well,hand pump,non functional
19998,486,Tanga,50,TRUE,FALSE,3,gravity,vwc,never pay,good,enough,river/lake,communal standpipe,functional
19999,1365,Mara,1200,TRUE,TRUE,15,nira/tanira,wug,never pay,good,insufficient,shallow well,hand pump,functional
20000,1915,Arusha,200,TRUE,TRUE,4,gravity,vwc,never pay,good,insufficient,spring,communal standpipe,non functional
20001,2006,Iringa,0,FALSE,FALSE,28,gravity,vwc,never pay,good,enough,spring,communal standpipe,functional
20002,1954,Iringa,260,TRUE,TRUE,10,gravity,vwc,annually,good,enough,river/lake,communal standpipe,functional
20003,1866,Iringa,300,TRUE,TRUE,8,swn 80,wua,never pay,good,dry,borehole,hand pump,functional needs repair
20004,1305,Manyara,108,TRUE,TRUE,5,gravity,vwc,never pay,good,enough,spring,communal standpipe,functional
20005,97,Pwani,1,TRUE,TRUE,3,mono,private operator,per bucket,good,insufficient,river/lake,communal standpipe,functional
20006,1700,Iringa,430,TRUE,TRUE,9,gravity,vwc,annually,good,enough,spring,communal standpipe,functional
20007,235,Morogoro,301,TRUE,TRUE,3,india mark ii,vwc,never pay,good,seasonal,shallow well,hand pump,functional
20008,303,Morogoro,700,TRUE,TRUE,33,gravity,vwc,never pay,good,insufficient,river/lake,communal standpipe,non functional
20009,1111,Kilimanjaro,1,TRUE,TRUE,10,gravity,parastatal,never pay,good,seasonal,rainwater harvesting,communal standpipe,functional needs repair
20010,728,Kilimanjaro,634,TRUE,FALSE,40,submersible,private operator,never pay,good,insufficient,spring,communal standpipe,non functional
20011,1038,Kigoma,180,TRUE,TRUE,31,gravity,vwc,monthly,good,enough,river/lake,communal standpipe,functional needs repair
20012,1799,Tanga,1,TRUE,TRUE,28,gravity,vwc,never pay,good,enough,spring,communal standpipe,functional
20013,1293,Kilimanjaro,20,TRUE,TRUE,6,gravity,water board,per bucket,good,enough,river/lake,communal standpipe,functional
20014,-45,Lindi,1,FALSE,FALSE,1,afridev,vwc,never pay,salty,insufficient,borehole,hand pump,functional
20015,1729,Iringa,135,TRUE,FALSE,18,gravity,vwc,annually,good,enough,spring,communal standpipe,functional
20016,1684,Arusha,200,TRUE,TRUE,14,gravity,parastatal,never pay,good,enough,spring,communal standpipe,functional
20017,138,Lindi,457,FALSE,FALSE,3,gravity,wua,per bucket,good,enough,river/lake,communal standpipe,functional
20018,18,Lindi,358,TRUE,TRUE,20,nira/tanira,vwc,never pay,good,enough,shallow well,hand pump,functional
20019,2269,Iringa,300,TRUE,FALSE,7,gravity,parastatal,annually,good,enough,spring,communal standpipe,functional
20020,1719,Iringa,450,TRUE,TRUE,5,gravity,vwc,annually,good,enough,spring,communal standpipe,functional
20021,1454,Kilimanjaro,1,TRUE,TRUE,38,gravity,company,monthly,good,enough,spring,communal standpipe,non functional
20022,848,Ruvuma,250,FALSE,TRUE,31,gravity,vwc,never pay,good,enough,river/lake,communal standpipe,non functional
20023,1021,Kigoma,140,TRUE,TRUE,10,gravity,vwc,monthly,good,enough,river/lake,communal standpipe,functional
20024,1767,Iringa,65,TRUE,TRUE,39,gravity,vwc,on failure,good,dry,river/lake,communal standpipe,non functional
20025,1168,Kilimanjaro,1,TRUE,TRUE,39,gravity,company,never pay,good,enough,spring,communal standpipe,non functional
20026,1506,Ruvuma,0,TRUE,TRUE,16,submersible,vwc,annually,good,enough,river/lake,communal standpipe,functional
20027,2097,Iringa,50,TRUE,TRUE,7,gravity,vwc,on failure,good,enough,spring,communal standpipe,functional
20028,1621,Iringa,450,TRUE,FALSE,18,gravity,vwc,annually,good,enough,spring,communal standpipe,functional
20029,2161,Iringa,0,TRUE,FALSE,24,gravity,wua,monthly,good,enough,spring,communal standpipe,functional
20030,25,Pwani,500,TRUE,FALSE,13,nira/tanira,vwc,never pay,good,dry,shallow well,hand pump,non functional
20031,1480,Kilimanjaro,1,TRUE,TRUE,5,gravity,water board,monthly,good,enough,spring,communal standpipe,functional
20032,2105,Iringa,21,TRUE,FALSE,4,gravity,vwc,never pay,good,enough,spring,communal standpipe,functional
20033,1124,Kilimanjaro,30,TRUE,TRUE,14,gravity,water board,per bucket,good,enough,spring,communal standpipe,functional
20034,1537,Manyara,463,TRUE,TRUE,2,gravity,parastatal,never pay,good,insufficient,spring,communal standpipe,functional
20035,1724,Iringa,405,TRUE,FALSE,7,gravity,vwc,on failure,good,enough,river/lake,communal standpipe,functional
20036,647,Ruvuma,452,TRUE,FALSE,15,swn 80,vwc,annually,good,insufficient,borehole,hand pump,non functional
20037,1659,Manyara,210,TRUE,TRUE,10,submersible,vwc,per bucket,good,enough,rainwater harvesting,communal standpipe,non functional
20038,966,Ruvuma,0,TRUE,TRUE,36,gravity,vwc,monthly,good,dry,river/lake,communal standpipe,non functional
20039,633,Kilimanjaro,100,TRUE,TRUE,11,gravity,vwc,annually,good,insufficient,spring,communal standpipe,functional
20040,1785,Iringa,100,TRUE,TRUE,2,gravity,wug,monthly,good,enough,spring,communal standpipe,functional
20041,466,Mtwara,280,TRUE,FALSE,25,submersible,vwc,monthly,good,insufficient,borehole,communal standpipe,non functional
20042,252,Morogoro,200,TRUE,TRUE,29,swn 80,vwc,monthly,good,insufficient,shallow well,hand pump,functional
20043,2128,Iringa,0,FALSE,FALSE,39,gravity,vwc,on failure,good,enough,spring,communal standpipe,non functional
20044,699,Ruvuma,1,TRUE,FALSE,2,submersible,vwc,per bucket,good,enough,borehole,communal standpipe,functional needs repair
20045,970,Kilimanjaro,60,TRUE,TRUE,2,submersible,water authority,per bucket,good,insufficient,borehole,communal standpipe,functional
20046,1372,Iringa,30,TRUE,FALSE,6,gravity,vwc,on failure,good,enough,river/lake,communal standpipe,functional
20047,1423,Kilimanjaro,120,TRUE,TRUE,17,gravity,vwc,never pay,good,insufficient,spring,communal standpipe,non functional
20048,1505,Arusha,180,TRUE,TRUE,4,gravity,vwc,per bucket,good,seasonal,river/lake,communal standpipe,functional
20049,1622,Iringa,35,TRUE,TRUE,3,gravity,vwc,annually,good,enough,spring,communal standpipe,functional
20050,1152,Kilimanjaro,85,TRUE,TRUE,14,gravity,water board,per bucket,good,enough,spring,communal standpipe,functional
20051,891,Ruvuma,60,TRUE,TRUE,19,gravity,vwc,monthly,good,enough,spring,communal standpipe,functional
20052,1335,Kigoma,450,TRUE,FALSE,3,gravity,vwc,annually,good,enough,river/lake,communal standpipe,functional needs repair
20053,24,Lindi,1,FALSE,FALSE,2,india mark ii,vwc,never pay,salty,insufficient,borehole,hand pump,functional needs repair
20054,66,Tanga,600,FALSE,FALSE,6,submersible,private operator,per bucket,salty,enough,borehole,communal standpipe,functional
20055,1832,Iringa,395,TRUE,TRUE,4,gravity,wua,monthly,good,enough,spring,communal standpipe,functional
20056,1045,Ruvuma,55,TRUE,FALSE,3,swn 80,parastatal,never pay,good,insufficient,shallow well,hand pump,functional
20057,1021,Rukwa,400,TRUE,TRUE,3,india mark ii,vwc,annually,good,enough,borehole,hand pump,non functional
20058,1191,Kilimanjaro,60,TRUE,TRUE,14,gravity,water board,per bucket,good,enough,spring,communal standpipe,functional
20059,1029,Kigoma,360,TRUE,TRUE,6,gravity,wug,monthly,good,enough,river/lake,communal standpipe,functional
20060,1317,Kilimanjaro,1,TRUE,TRUE,4,gravity,water board,monthly,good,enough,spring,communal standpipe,functional
20061,2107,Iringa,100,TRUE,TRUE,5,gravity,vwc,monthly,good,enough,spring,communal standpipe,functional
20062,332,Morogoro,1,TRUE,TRUE,32,swn 80,vwc,never pay,salty,enough,shallow well,hand pump,non functional
20063,2185,Iringa,25,TRUE,FALSE,10,gravity,vwc,never pay,good,enough,spring,communal standpipe,functional
20064,1511,Iringa,40,TRUE,TRUE,28,gravity,vwc,annually,good,enough,river/lake,communal standpipe,non functional
20065,0,Pwani,60,TRUE,FALSE,8,submersible,private operator,per bucket,good,enough,borehole,communal standpipe,functional
20066,843,Kigoma,187,TRUE,TRUE,28,gravity,vwc,monthly,good,insufficient,river/lake,communal standpipe,functional
20067,675,Kilimanjaro,380,TRUE,TRUE,5,submersible,water board,per bucket,good,enough,borehole,communal standpipe,functional
20068,1669,Iringa,1,FALSE,TRUE,17,gravity,vwc,never pay,good,dry,spring,communal standpipe,non functional
20069,2040,Iringa,59,FALSE,FALSE,4,gravity,vwc,never pay,good,enough,spring,communal standpipe,functional
20070,67,Dar es Salaam,356,TRUE,FALSE,3,submersible,vwc,per bucket,good,enough,river/lake,communal standpipe,functional
20071,952,Kigoma,422,TRUE,TRUE,5,gravity,vwc,monthly,good,enough,river/lake,communal standpipe,functional needs repair
20072,1286,Tanga,1,TRUE,TRUE,25,gravity,vwc,monthly,good,enough,spring,communal standpipe,non functional
20073,2280,Iringa,200,FALSE,TRUE,5,gravity,vwc,never pay,good,insufficient,spring,communal standpipe,functional
20074,1743,Iringa,75,TRUE,TRUE,4,gravity,vwc,on failure,good,enough,spring,communal standpipe,functional
20075,2062,Iringa,106,TRUE,FALSE,13,gravity,vwc,annually,good,enough,spring,communal standpipe,functional
20076,1556,Iringa,75,TRUE,FALSE,12,other handpump,vwc,on failure,good,dry,river/lake,communal standpipe,non functional
20077,12,Pwani,1,TRUE,TRUE,19,nira/tanira,vwc,never pay,good,insufficient,shallow well,hand pump,non functional
20078,844,Singida,650,TRUE,TRUE,10,submersible,vwc,per bucket,good,enough,borehole,communal standpipe,functional
20079,331,Morogoro,280,TRUE,TRUE,7,gravity,wug,monthly,good,enough,river/lake,communal standpipe,functional
20080,1550,Singida,125,TRUE,TRUE,7,mono,wug,per bucket,good,enough,borehole,communal standpipe,functional
20081,2050,Iringa,253,TRUE,TRUE,5,gravity,wua,monthly,good,enough,spring,communal standpipe,functional
20082,1237,Arusha,310,TRUE,TRUE,5,gravity,vwc,never pay,good,insufficient,spring,communal standpipe,functional
20083,184,Tanga,65,TRUE,FALSE,14,gravity,vwc,never pay,good,seasonal,spring,communal standpipe,functional
